"center","id","visit","YSCA1A","YSCA1B","YSCA1C","YSCA2A","YSCA2B","YSCA2C","YSCA9","YSCA1","YSCA1A1","YSCA1A2","YSCA1B0","YSCA1B1","YSCA1B2","YSCA1C0","YSCA1C1","YSCA1C2","YSCA2","YSCA2A1","YSCA2A2","YSCA2B0","YSCA2B1","YSCA2B2","YSCA2C0","YSCA2C1","YSCA2C2","YSCA3","YSCA3A1","YSCA3B0","YSCA3B1","YSCA3C0","YSCA3C1","YSCA4","YSCA4A1","YSCA4B0","YSCA4B1","YSCA4C0","YSCA4C1","YSCA5A","YSCA5B","YSCA6A","YSCA6B","YSCA6C","YSCA6D","YSCA7A","YSCA8A","YSCA8B","YSCA8C","YSCA8D","YSCA8E","YSCA8F","YSCA8G","YSCA10"
"MW","MW01988",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,1,2,1,2,2,1,1,1,2,1,1,2,2,3,3,9,,,11/15/2010
"MW","MW01992",12,"JUMPING ROPE",,,"MONOPOLY","BINGO",,"MEY",1,0,1,0,,,,,,1,1,1,1,0,1,0,,,0,,,,,,1,2,1,1,1,1,2,1,1,1,2,1,1,2,3,2,3,3,0,9,9/15/2004
"MW","MW01992",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,0,1,2,1,2,3,1,2,0,2,2,1,2,3,3,2,9,,,12/15/2010
"MW","MW02008",12,"BASKETBALL","FOOTBALL",,,,,"DYD",1,2,2,1,2,1,0,,,0,,,,,,,,,1,2,0,,,,1,1,1,2,0,,3,2,2,2,2,2,1,2,2,3,2,9,,,4/15/2004
"MW","MW02008",18,"RUN TRACK",,,,,,"SIR",1,2,2,0,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,3,2,2,2,2,2,1,3,9,2,9,9,,,6/15/2010
"MW","MW02016",18,"BASEBALL","FOOTBALL","BASKETBALL","VIDEO GAMES",,,"RRJ",1,2,0,1,2,0,1,1,2,1,2,2,0,,,,,,0,,,,,,1,1,1,2,1,1,3,1,2,1,2,1,1,3,3,3,3,3,3,9,2/15/2011
"MW","MW02041",12,"BASKETBALL","FOOTBALL",,"BUMBLE POOL","PLAY ON THE COMPUTERS",,"MG",1,2,2,1,1,1,0,,,1,2,2,1,2,1,0,,,1,2,0,,,,1,2,1,2,0,,3,2,2,2,1,2,1,2,2,2,2,2,2,,4/15/2004
"MW","MW02041",18,"BASKETBALL",,,"PLAY POOL",,,"SIR",1,2,2,0,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,1,1,0,,2,2,2,1,2,2,1,2,2,3,2,9,,,5/15/2010
"MW","MW02057",12,"BASKETBALL",,,"CARS",,,"MKE",1,1,1,0,,,,,,1,0,1,0,,,,,,0,,,,,,1,2,0,,,,3,1,2,2,2,2,1,1,1,2,1,3,9,,3/15/2005
"MW","MW02057",18,,,,"WII GAMES",,,"RRJ",0,,,,,,,,,1,1,2,0,,,,,,0,,,,,,1,1,1,1,1,2,3,2,2,1,2,2,1,3,0,3,3,9,,,5/15/2011
"MW","MW02073",12,"TENNIS",,,"MUISC RECORDING","READING BOOKS",,"AA0",1,1,1,0,,,,,,1,1,1,1,0,1,0,,,0,,,,,,1,2,1,0,0,,3,1,0,1,0,1,1,9,2,3,2,9,,,4/15/2007
"MW","MW02090",12,"BASKETBALL","FLOOR HOCKEY",,,,,"MKE",1,0,1,1,0,1,0,,,0,,,,,,,,,0,,,,,,1,1,1,0,0,,2,0,1,2,1,2,1,2,2,2,2,2,9,,10/15/2004
"MW","MW02090",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,1,0,1,0,2,2,1,9,9,3,9,3,9,,1/15/2011
"MW","MW02117",18,,,,"READ",,,"RRJ",0,,,,,,,,,1,2,2,0,,,,,,0,,,,,,1,2,1,0,1,2,0,0,2,0,0,2,1,0,3,1,1,3,3,9,7/15/2011
"MW","MW02125",12,"FOOTBALL","BASKETBALL",,"XBOX","HANGING OUT WITH MY FRIENDS",,"RRJ",1,1,2,1,1,0,0,,,1,1,2,1,2,1,0,,,0,,,,,,1,2,1,1,1,0,3,1,1,1,1,2,1,2,2,3,1,3,9,,2/15/2005
"MW","MW02125",18,"BASKETBALL","FOOTBALL","VOLLEYBALL","RAPPING",,,"RRJ",1,2,2,1,0,2,1,2,2,1,0,1,0,,,,,,0,,,,,,1,2,1,2,1,2,3,2,1,1,2,2,1,3,2,3,2,2,9,,9/15/2011
"MW","MW02140",12,"BASKETBALL","BASEBALL",,"SESAME STREET GAMES","PUZZLES","PLAY WITH LEGOS","MEY",1,2,0,1,2,2,0,,,1,2,2,1,0,0,1,2,1,1,2,1,0,0,,1,1,0,,,,3,0,2,1,2,2,1,2,2,3,3,0,9,,4/15/2005
"MW","MW02158",12,"SOFTBALL","BASKETBALL",,"CRAFTS",,,"MKE",1,1,2,1,1,1,0,,,1,2,1,0,,,,,,1,2,0,,,,1,2,0,,,,2,2,2,1,2,2,1,2,2,2,3,3,9,,12/15/2004
"MW","MW02158",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,1,1,0,,,,1,1,1,1,0,,2,2,1,1,2,1,1,9,2,9,2,3,9,,2/15/2011
"MW","MW02161",18,"BASKETBALL","VOLLEYBALL","WRESTLING & TRACK","DRAWING","WRITING",,"RRJ",1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,,,0,,,,,,1,2,1,2,0,,3,2,1,1,1,1,1,2,3,3,3,3,9,,4/15/2010
"MW","MW02172",12,"BASEBALL","SOCCER","FOOTBALL","USING COMPUTER","READING BOOKS","WRITING","SIR",1,2,2,1,0,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,0,0,,1,0,1,2,2,2,1,3,2,3,2,9,,,2/15/2006
"MW","MW02172",18,"BASEBALL",,,"PLAYS GUITAR","BIKE RIDING",,"RRJ",1,2,2,0,,,,,,1,1,1,1,2,2,0,,,1,2,0,,,,1,1,1,2,1,0,2,2,0,2,0,2,1,2,2,2,3,3,3,9,11/15/2011
"MW","MW02186",18,"TENNIS","READING","WRITING","ACTING","ACTING",,"RRJ",1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,0,,,1,2,1,2,1,2,1,2,1,0,1,2,1,1,2,2,2,2,1,3,3,3,3,3,9,,3/15/2011
"MW","MW02222",12,"JUMP ROPE","KICK BALL","CATCH BALL","DRAWING",,,"MRG",1,1,1,1,0,0,1,1,1,1,2,2,0,,,,,,0,,,,,,1,2,1,2,1,2,2,2,1,1,1,1,1,1,3,1,1,9,,,7/15/2004
"MW","MW02222",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,1,0,2,2,2,1,1,2,2,1,2,9,,,8/15/2010
"MW","MW02236",12,"JUMPING ROPE","BASKETBALL",,"DANCE","PLAY CARDS",,"TW",1,1,2,1,0,0,0,,,1,2,1,1,1,2,0,,,0,,,,,,1,2,1,2,0,,1,2,1,1,2,2,1,9,2,3,9,1,1,0,5/15/2006
"MW","MW02236",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,2,1,1,2,1,2,1,1,1,0,,,,,,,,10/15/2011
"MW","MW02269",12,"TENNIS","SOCCER",,"PLAYING CARDS","PUZZLES",,"MSS",1,0,2,1,1,0,0,,,1,2,2,1,0,0,0,,,0,,,,,,1,1,1,1,1,1,3,1,2,2,2,2,1,2,2,2,2,2,9,,4/15/2004
"MW","MW02269",18,,,,"PLAYING TENNIS",,,"SIR",0,,,,,,,,,1,1,0,0,,,,,,1,2,0,,,,1,2,0,,,,1,2,2,1,2,2,1,3,2,1,9,3,9,,6/15/2010
"MW","MW02275",12,"BASKETBALL","BASEBALL","JUMP ROPE","BOARD GAMES",,,"MEY",1,2,0,1,0,0,1,2,2,1,2,1,0,,,,,,1,2,0,,,,1,1,1,0,0,,2,2,2,0,2,2,1,1,9,3,2,2,9,,6/15/2005
"MW","MW02275",18,,,,"MODELING",,,"RRJ",0,,,,,,,,,1,0,0,0,,,,,,1,1,0,,,,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,0,1,9,,8/15/2011
"MW","MW02311",12,"BASKETBALL","DOUBLE DOUTCH","BASEBALL","DRAW","DO HAIR",,"MG",1,1,1,1,2,1,1,0,1,1,2,2,1,2,1,0,,,1,1,1,2,0,,1,2,1,1,0,,2,2,1,1,1,2,1,3,3,3,3,0,9,,1/15/2005
"MW","MW02311",18,"VOLLEYBALL",,,"PLAYS PIANO","LOVES TO SING","HAIR STYLING","RRJ",1,2,1,0,,,,,,1,1,1,1,2,2,1,2,2,1,1,0,,,,1,2,1,2,0,,2,0,2,1,2,2,1,3,9,2,9,2,9,,3/15/2011
"MW","MW02324",12,"BASEBALL","BASKETBALL",,"BUILD MODELS","PLAY WITH CARDS",,"EKK",1,1,0,1,1,1,0,,,1,1,0,1,2,2,0,,,1,1,0,,,,1,1,1,2,0,,3,1,1,2,2,1,1,3,1,3,0,3,2,9,8/15/2005
"MW","MW02339",18,"BASKETBALL",,,,,,"RRJ",1,0,1,0,,,,,,0,,,,,,,,,1,2,1,2,0,,1,2,1,2,1,2,3,2,1,2,1,2,1,2,,,,3,3,3,11/15/2011
"MW","MW02367",12,"BASKETBALL",,,,,,"MEY",1,0,1,0,,,,,,0,,,,,,,,,0,,,,,,1,2,1,2,0,,2,2,1,1,2,2,1,1,2,2,2,0,,9,7/15/2005
"MW","MW02367",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,1,1,1,1,3,1,2,2,2,1,1,2,3,2,1,9,,,9/15/2011
"MW","MW02378",12,"BASEBALL","BASKETBALL",,"VIDEO GAMES",,,"MEY",1,1,1,1,0,1,0,,,1,0,1,0,,,,,,1,1,0,,,,1,1,0,,,,3,1,2,1,2,0,1,2,1,2,2,9,,,5/15/2005
"MW","MW02378",18,"BASKETBALL",,,,,,"RRJ",1,1,1,0,,,,,,0,,,,,,,,,0,,,,,,1,2,1,1,1,0,3,2,2,1,2,1,1,2,9,3,2,9,,,7/15/2011
"MW","MW02380",12,"BASEBALL","BASKETBALL",,"CARS",,,"EKK",1,1,1,1,2,2,0,,,1,1,1,0,,,,,,1,1,0,,,,1,1,1,1,1,1,3,1,1,1,2,2,1,2,3,2,3,9,,,11/15/2005
"MW","MW02380",18,"BASKETBALL","FOOTBALL",,"PLAYS PIANO","PLAYS GUITAR","DRAWS","RRJ",1,1,2,1,1,2,0,,,1,2,2,1,2,2,1,2,2,1,2,1,2,0,,1,2,1,2,1,2,3,1,2,2,2,2,1,2,2,3,3,2,3,2,11/15/2011
"MW","MW02400",12,"BASKETBALL",,,"VIDEO GAMES",,,"DYD",1,1,1,0,,,,,,1,2,2,0,,,,,,0,,,,,,1,1,1,2,0,,2,1,2,1,2,2,1,0,2,0,2,2,9,,3/15/2004
"MW","MW02400",18,"BASKETBALL","FOOTBALL",,,,,"SIR",1,0,1,1,0,1,0,,,0,,,,,,,,,0,,,,,,1,1,0,,,,3,2,1,1,2,1,1,2,9,2,3,2,1,9,4/15/2010
"MW","MW02465",12,"BASEBALL","BASKETBALL","SOCCER","VIDEO GAMES",,,"MEY",1,2,2,1,1,2,1,0,1,1,2,2,0,,,,,,0,,,,,,1,1,0,,,,3,2,1,2,1,2,1,2,2,3,2,9,,,3/15/2005
"MW","MW02476",12,"BASKETBALL","FOOTBALL","BASEBALL","PLAY GAMES","PLAY ON COMPUTER","PLAY PLAY STATION 2","EKK",1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,0,,1,1,1,1,0,,3,2,2,2,2,2,1,2,2,2,2,2,9,,2/15/2006
"MW","MW02476",18,"BASKETBALL","FOOTBALL","SOFTBALL","PLAYING VIDEOGAMES",,,"RRJ",1,0,2,1,0,2,1,0,1,1,1,1,0,,,,,,0,,,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,3,9,,12/15/2011
"MW","MW02482",12,"FOOTBALL","BASKETBALL",,"WORKING ON CARS","PLAYING GAMES",,"SIR",1,2,2,1,1,1,0,,,1,2,2,1,2,1,0,,,1,2,0,,,,1,2,1,2,0,,3,2,2,2,2,1,1,2,3,2,3,9,,,3/15/2006
"MW","MW02531",12,"BASKETBALL","FOOTBALL",,"SWIMMING","PLAY STATION",,"MG",1,2,2,1,2,1,0,,,1,2,1,1,2,2,0,,,1,2,1,2,0,,0,,,,,,2,2,2,1,2,2,1,2,3,3,2,9,,,7/15/2005
"MW","MW02531",18,"BASKETBALL","FOOTBALL",,"VIDEO GAMES",,,"RRJ",1,2,2,1,1,1,0,,,1,1,2,0,,,,,,1,1,1,2,0,,1,1,1,1,0,,2,2,1,1,2,2,1,2,3,2,3,3,3,9,10/15/2011
"MW","MW02543",12,"BASKETBALL","FOOTBALL",,"VIDEO GAMES",,,"MKE",1,1,1,1,1,2,0,,,1,2,2,0,,,,,,1,2,0,,,,1,1,0,,,,3,1,2,2,2,1,1,3,3,2,2,9,,,3/15/2005
"MW","MW02543",18,"FOOTBALL",,,"VIOLA","VIDEO GAMES","EXERCISING","RRJ",1,2,2,0,,,,,,1,1,2,1,0,1,1,2,2,0,,,,,,1,2,1,1,1,1,3,1,1,1,2,1,0,,,,,,,,7/15/2011
"MW","MW02570",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,2,1,2,2,1,2,2,2,2,1,3,3,2,2,9,,,9/15/2011
"MW","MW02588",12,"VOLLEYBALL","BASKETBALL","KICKBALL","COLLECT ROCKS",,,"JMR",1,1,2,1,2,0,1,1,2,1,0,1,0,,,,,,1,1,1,1,0,,1,1,0,,,,3,0,1,1,1,2,1,3,2,1,2,9,,,7/15/2004
"MW","MW02588",18,"FOOTBALL","BASKETBALL","SOCCER","PLAYS GUITAR","DRAWS",,"RRJ",1,2,1,1,0,0,1,0,0,1,2,1,1,2,2,0,,,0,,,,,,1,1,1,1,1,1,2,1,1,2,1,2,0,,,,,,,,3/15/2011
"MW","MW02592",12,"SWIMMING","BASKETBALL",,"READING BOOKS","PLAYING CARDS",,"MKE",1,2,2,1,2,1,0,,,1,2,2,1,0,1,0,,,1,1,0,,,,1,0,0,,,,2,0,1,2,0,0,1,0,2,0,9,9,,,2/15/2005
"MW","MW02592",18,"VOLLEYBALL","SOFTBALL","RUNNING","SINGING","TRUMPET",,"RRJ",1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,0,,,1,1,0,,,,1,1,1,0,1,1,3,1,1,1,1,1,1,0,2,3,9,3,2,9,4/15/2011
"MW","MW02615",18,,,,"COMPUTER",,,"RRJ",0,,,,,,,,,1,2,2,0,,,,,,1,0,0,,,,1,1,1,0,1,2,2,1,1,2,2,2,1,2,3,3,3,3,9,,5/15/2011
"MW","MW02663",12,"VOLLEYBALL","BASKETBALL","KICKBALL","READING","LISTENING TO MUSIC","GIVING MAKEOVERS","MKE",1,1,1,1,0,2,1,1,1,1,2,2,1,2,2,1,1,1,0,,,,,,1,0,1,0,1,0,3,1,0,2,1,2,1,2,2,3,2,3,3,3,1/15/2005
"MW","MW02663",18,,,,"READING",,,"SIR",0,,,,,,,,,1,2,2,0,,,,,,1,1,0,,,,1,1,0,,,,2,1,0,2,1,2,0,,,,,,,,5/15/2010
"MW","MW02674",18,,,,"XBOX",,,"RRJ",0,,,,,,,,,1,1,1,0,,,,,,0,,,,,,1,2,1,1,0,,2,0,1,1,0,2,1,2,1,1,2,2,9,,12/15/2011
"MW","MW02689",12,"BASKETBALL","CHEERLEADING","JUMPROPE","BOOKS","CRAFTS-COLORING AND DRAWING",,"DYD",1,0,1,1,0,1,1,2,2,1,1,1,1,2,1,0,,,1,1,0,,,,1,1,1,1,0,,3,1,2,2,2,1,1,1,2,0,2,0,0,0,11/15/2003
"MW","MW02689",18,"BASKETBALL","JUMP ROPE",,"360 XBOX GAMES","SHOPPING",,"RRJ",1,0,1,1,2,2,0,,,1,1,2,1,2,2,0,,,0,,,,,,1,2,1,2,1,2,3,1,2,2,1,2,0,,,,,,,,1/15/2011
"MW","MW02702",12,"BASEBALL","BASKETBALL","FOOTBALL","PLAY STATION","READ",,"MG",1,2,1,1,1,1,1,2,1,1,0,2,1,2,1,0,,,1,2,1,2,0,,1,2,1,1,1,2,3,2,2,1,2,2,1,3,3,3,3,9,,,4/15/2005
"MW","MW02710",12,"BASKETBALL",,,"LISTENING TO MOTOWN",,,"MEY",1,0,0,0,,,,,,1,2,2,0,,,,,,0,,,,,,1,1,0,,,,3,1,2,0,2,1,1,3,3,3,3,2,2,9,5/15/2005
"MW","MW02710",18,,,,"WRITES POETRY",,,"RRJ",0,,,,,,,,,1,1,2,0,,,,,,0,,,,,,1,1,1,1,1,1,2,1,1,1,2,2,0,,,,,,,,7/15/2011
"MW","MW02723",12,"BASEBALL","TENNIS",,"DRAWING",,,"MG",1,1,1,1,0,2,0,,,1,2,1,0,,,,,,0,,,,,,1,2,1,2,0,,1,2,0,1,2,2,1,3,3,2,3,0,0,9,11/15/2004
"MW","MW02723",18,,,,"HAIR STYLING","WRITES POETRY","STORY WRITING","RRJ",0,,,,,,,,,1,2,2,1,2,2,1,1,2,1,0,0,,,,1,1,1,1,1,2,1,0,1,2,2,2,1,3,3,1,3,3,3,9,3/15/2011
"MW","MW02735",18,"TRACK","BASKETBALL","MARTIAL ARTS","PLAYS GUITAR AND DRUMS","RAPPING AND SINGING",,"RRJ",1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,0,,,1,1,0,,,,1,2,1,2,1,1,3,2,1,1,1,1,1,2,2,3,3,2,3,2,10/15/2011
"MW","MW02747",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,3,2,1,1,1,1,1,2,3,1,3,2,9,,1/15/2011
"MW","MW02751",12,"BASKETBALL","BASEBALL","FOOTBALL","JUMPING ROPE",,,"MY",1,1,1,1,1,0,1,0,0,1,1,2,0,,,,,,1,2,1,1,0,,1,1,1,2,0,,3,2,2,1,2,1,1,3,2,3,2,2,3,3,6/15/2004
"MW","MW02751",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,1,1,0,1,2,1,1,1,1,1,3,2,2,2,9,,,8/15/2010
"MW","MW02768",12,"PLAY BALL",,,"JUMPING ROPE",,,"SIR",1,1,1,0,,,,,,1,0,2,0,,,,,,0,,,,,,1,1,0,,,,1,1,1,2,2,1,1,2,0,0,1,9,,,5/15/2006
"MW","MW02779",12,"BASEBALL",,,"PLAYING GAMES",,,"SIR",1,1,1,0,,,,,,1,1,2,0,,,,,,0,,,,,,1,1,0,,,,3,0,1,1,1,1,1,2,3,2,9,9,,,3/15/2006
"MW","MW02779",18,"FOOTBALL","BASKETBALL","BASEBALL","MAKING MUSIC","SINGING","BOARD GAMES","RRJ",1,1,2,1,2,1,1,0,1,1,2,2,1,2,2,1,1,2,1,2,0,,,,1,1,1,1,0,,1,0,1,1,1,2,1,2,3,3,3,2,9,,9/15/2011
"MW","MW02784",12,"TRACK","BASEBALL","BASKETBALL","RIDE A BIKE","ART","PLAY MUSIC","RRJ",1,2,1,1,2,0,1,0,0,1,1,2,1,2,1,1,2,1,1,1,1,0,0,,1,1,1,1,1,0,3,2,2,1,2,2,1,9,1,1,9,9,,,12/15/2005
"MW","MW02784",18,"FOOTBALL",,,"VIDEO GAMES",,,"RRJ",1,0,2,0,,,,,,1,1,2,0,,,,,,0,,,,,,1,1,1,1,1,0,2,2,1,2,2,2,0,,,,,,,,11/15/2011
"MW","MW02796",12,"SOCCER","SWIMMING",,"PLAYING GAMES",,,"SIR",1,1,2,1,0,2,0,,,1,0,2,0,,,,,,1,2,1,1,0,,1,2,0,,,,3,2,2,2,2,2,1,3,2,3,1,,3,9,4/15/2006
"MW","MW02804",12,"VOLLEYBALL",,,"ARTS & CRAFTS","VIDEOGAMES","COUNSELING","TRW",1,1,1,0,,,,,,1,2,1,1,0,2,1,1,2,0,,,,,,1,1,1,2,1,1,3,1,9,1,1,2,1,3,2,3,3,3,3,3,6/15/2006
"MW","MW02838",18,"BASKETBALL",,,"DOIGN HAIR",,,"SIR",1,2,0,0,,,,,,1,2,1,0,,,,,,0,,,,,,0,,,,,,1,2,2,1,2,2,1,2,1,3,2,9,,,9/15/2010
"MW","MW02853",12,"BASKETBALL, TREK, SKATING","TREK","SKATING","THE GAME","UNO",,"SIR",1,2,2,1,2,2,1,1,1,1,2,1,1,1,,0,,,1,2,0,,,,1,2,0,,,,3,0,2,2,2,1,1,2,2,1,3,0,9,,2/15/2006
"MW","MW02853",18,"BASKETBALL",,,"WORKING OUT","STYLING HAIR",,"RRJ",1,0,1,1,,,0,,,1,0,0,1,1,2,0,,,0,,,,,,1,2,1,2,0,,2,0,2,0,0,1,0,,,,,,,,1/15/2012
"MW","MW02881",18,"BASKETBALL",,,"VIDEOGAMES",,,"RRJ",1,1,1,0,,,,,,1,0,1,0,,,,,,0,,,,,,1,1,1,1,1,1,2,1,1,1,0,2,0,,,,,,,,12/15/2011
"MW","MW02899",12,"BIKE RIDING",,,"DANCE","READING",,"SND",1,1,1,0,,,,,,1,2,2,1,1,2,0,,,0,,,,,,1,2,1,2,0,,3,2,2,1,1,2,1,2,2,3,3,3,9,,10/15/2006
"MW","MW02899",18,"TENNIS","CHEERLEADING",,"DANCING",,,"RRJ",1,1,1,1,1,1,0,,,1,2,2,0,,,,,,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,3,2,3,3,3,3,9,11/15/2011
"MW","MW02905",12,,,,"RUNNING","PLAYING ROPE",,"SIR",0,,,,,,,,,1,0,1,1,2,1,0,,,1,2,0,,,,1,1,1,0,1,1,3,2,2,1,1,2,1,9,0,2,1,9,,,4/15/2006
"MW","MW02926",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,2,1,2,2,0,1,1,1,1,1,2,2,2,2,9,,,11/15/2011
"MW","MW02932",12,"BASKETBALL","FOOTBALL","BASEBALL","JUMPING ROPE","HOP SCOTCH",,"MKE",1,1,2,1,0,1,1,0,2,1,2,2,1,2,2,0,,,1,2,0,,,,1,2,1,2,1,2,1,2,2,1,2,2,1,3,2,2,3,3,3,9,10/15/2004
"MW","MW02932",18,"BASKETBALL","KICKBALL","SOFTBALL","WRITES POETRY",,,"RRJ",1,1,1,1,2,1,1,1,1,1,2,2,0,,,,,,1,2,0,,,,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,3,3,9,,11/15/2010
"MW","MW02944",12,"BASKETBALL",,,"LION KING GAME","DRAWING",,"EKK",1,2,2,0,,,,,,1,0,1,1,1,2,0,,,1,1,0,,,,1,2,0,,,,1,2,2,2,2,1,1,2,2,3,2,3,2,,3/15/2006
"MW","MW02971",12,"FOOTBALL",,,"VIDEO GAMES",,,"MEY",1,1,1,0,,,,,,1,0,0,0,,,,,,0,,,,,,1,1,1,1,0,,3,1,1,1,2,1,1,2,2,3,1,9,,,5/15/2005
"MW","MW02971",18,"FOOTBALL","BASKETBALL","TRACK","VIDEOGAMES",,,"RRJ",1,2,1,1,2,1,1,1,2,1,0,0,0,,,,,,0,,,,,,1,1,1,2,0,,3,2,2,2,2,2,1,2,3,2,1,9,,,8/15/2011
"MW","MW02987",12,"FOOTBALL","SOFTBALL",,"PLAY VIDEOGAMES",,,,1,1,2,1,0,1,0,,,1,1,2,0,,,,,,0,,,,,,1,1,1,2,0,,3,0,1,1,2,1,1,2,2,3,3,9,,,6/15/2006
"MW","MW03005",12,"BIKE RIDING","FISHING",,"DANCING",,,"MKE",1,1,2,1,1,2,0,,,1,2,2,0,,,,,,1,2,0,,,,1,1,1,1,1,0,2,0,1,1,2,2,1,1,9,2,1,2,3,9,11/15/2004
"MW","MW03005",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,2,1,2,3,2,1,0,1,1,1,2,2,2,2,2,3,9,12/15/2010
"MW","MW03026",12,"FOOTBALL","GOLF",,"VIDEO GAMES","DRAWING",,"MEY",1,1,1,1,1,1,0,,,1,2,2,1,1,2,0,,,0,,,,,,1,1,1,1,0,,3,1,1,1,1,2,1,3,2,2,2,2,9,,5/15/2005
"MW","MW03026",18,"BASKETBALL","BASEBALL","TENNIS","DRAWING","COOKING","WORKING OUT","RRJ",1,1,2,1,0,1,1,1,1,1,0,2,1,2,2,1,2,2,1,2,0,,,,1,1,1,0,1,1,3,1,1,2,1,1,0,,,,,,,,4/15/2011
"MW","MW03032",12,"BASEBALL",,,"DRAWING","PLAY VIDEOGAMES",,"TRW",1,1,1,0,,,,,,1,2,2,1,1,2,0,,,0,,,,,,1,2,1,1,0,,3,2,1,1,2,1,1,1,2,3,0,0,9,,10/15/2006
"MW","MW03044",12,"BASKETBALL",,,,,,"TRW",1,0,1,0,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,3,1,2,1,2,1,1,2,2,3,3,2,2,2,6/15/2006
"MW","MW03060",18,"BASKETBALL",,,,,,"RRJ",1,2,2,0,,,,,,0,,,,,,,,,0,,,,,,1,1,1,1,1,2,3,2,1,1,1,2,1,3,2,3,3,3,9,,3/15/2011
"MW","MW03071",18,"SOFTBALL","BASKETBALL",,"READING","PLAYING VIDEO GAMES",,"RRJ",1,1,1,1,1,2,0,,,1,1,2,1,1,0,0,,,0,,,,,,1,2,1,2,1,2,2,2,2,1,1,0,0,,,,,,,,11/15/2011
"MW","MW03127",12,"BASKETBALL","FOOTBALL","SOFTBALL","CARDS",,,"TRW",1,2,1,1,1,2,1,0,0,1,1,1,0,,,,,,0,,,,,,1,2,1,1,1,2,1,1,2,2,2,1,1,2,2,3,1,9,,,4/15/2007
"MW","MW03170",12,"BASKETBALL","BASEBALL",,"DRUMS",,,"JAM",1,1,0,1,0,0,0,,,1,1,0,0,,,,,,0,,,,,,1,2,1,2,1,2,2,2,2,1,2,2,1,2,0,1,0,,0,,6/15/2007
"MW","MW03188",12,"SOCCER","FOOTBALL","SOFTBALL","COLLECT YUGO-HO CARDS (TRADING CARDS)","POKEMON (GAME & TRADING CARDS)",,"AA0",1,0,1,1,1,1,1,0,0,1,0,1,1,2,2,0,,,1,1,0,,,,1,0,1,1,1,2,2,0,1,0,0,2,1,1,2,2,2,2,0,,4/15/2007
"MW","MW03192",12,"BASEBALL","VOLLEYBALL",,"ROLLER-SKATING","ICE-SKATING",,"AAO",1,1,1,1,2,1,0,,,1,2,2,1,2,1,0,,,0,,,,,,1,2,1,1,0,,3,1,1,2,1,1,1,3,2,3,2,9,,,4/15/2007
"MW","MW03204",12,"BASKETBALL","VOLLEYBALL","TRACK","BOARD GAMES","RIDE BIKE AND SCOOTER",,"TRW",1,1,1,1,0,0,1,0,1,1,0,1,1,1,2,0,,,0,,,,,,1,1,1,1,0,,3,1,1,0,2,1,1,2,2,2,2,9,,,7/15/2007
"MW","MW03204",18,,,,"READING","DRAWING","WRITING","RRJ",0,,,,,,,,,1,2,2,1,1,1,1,2,1,0,,,,,,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,9,,,9/15/2011
"MW","MW03220",12,,,,"PLAYING CARDS",,,"SIR",0,,,,,,,,,1,0,0,0,,,,,,0,,,,,,1,0,0,,,,2,0,2,2,2,2,1,3,3,3,3,9,,,2/15/2006
"MW","MW03253",12,"SKATE BORDING","FOOTBALL","BASKETBALL","GAMES","BOOKS","CRAFTS","SIR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,0,,,,3,1,2,1,1,1,1,2,2,2,1,2,,2,10/15/2007
