"center","id","visit","YSCA1A","YSCA1B","YSCA1C","YSCA2A","YSCA2B","YSCA2C","YSCA9","YSCA1","YSCA1A1","YSCA1A2","YSCA1B0","YSCA1B1","YSCA1B2","YSCA1C0","YSCA1C1","YSCA1C2","YSCA2","YSCA2A1","YSCA2A2","YSCA2B0","YSCA2B1","YSCA2B2","YSCA2C0","YSCA2C1","YSCA2C2","YSCA3","YSCA3A1","YSCA3B0","YSCA3B1","YSCA3C0","YSCA3C1","YSCA4","YSCA4A1","YSCA4B0","YSCA4B1","YSCA4C0","YSCA4C1","YSCA5A","YSCA5B","YSCA6A","YSCA6B","YSCA6C","YSCA6D","YSCA7A","YSCA8A","YSCA8B","YSCA8C","YSCA8D","YSCA8E","YSCA8F","YSCA8G","YSCA10"
"MW","MW00638",18,"FOOTBALL","BASKETBALL","WEIGHT LIFTING","WORKING ON CAR","BUILDING THINGS",,"SIR",1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,0,,,1,1,0,,,,1,1,0,,,,2,2,2,2,1,2,1,2,3,3,9,0,0,9,5/15/2009
"MW","MW00645",12,"FOOTBALL","BASKETBALL","BASEBALL","UNO - CARD GAME",,,"MSS",1,0,1,1,0,1,1,1,0,1,1,1,0,,,,,,0,,,,,,1,2,1,1,1,2,3,2,1,1,2,1,1,2,2,2,3,9,,,11/15/2003
"MW","MW00645",18,"FOOTBALL","BASKETBALL",,"SHOOTING DICE",,,"SIR",1,2,2,1,0,1,0,,,1,2,2,0,,,,,,0,,,,,,1,1,1,2,0,,2,2,1,1,2,2,1,1,2,2,2,2,,,1/15/2010
"MW","MW00653",12,"TENNIS","ICE SKATING","HOCKEY","ARTS AND CRAFTS",,,"MSS",1,1,1,1,2,2,1,0,1,1,2,2,0,,,,,,1,0,0,,,,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,0,3,2,0,,8/15/2003
"MW","MW00653",18,,,,"SWIMMING",,,"RRJ",0,,,,,,,,,1,0,1,0,,,,,,0,,,,,,1,1,0,,,,3,2,0,1,1,1,0,,,,,,,,9/15/2009
"MW","MW00677",18,"FOOTBALL","WRESTLING",,"WRITING POETRY",,,,1,2,2,1,2,2,0,,,1,2,2,0,,,,,,1,1,1,2,0,,1,1,0,,,,0,1,2,1,1,1,1,3,3,3,3,,,,10/15/2009
"MW","MW00699",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,3,0,2,2,2,2,1,2,9,3,2,3,0,,10/15/2009
"MW","MW00718",12,"SOCKER","BASKETBALL",,"VIDEO GAMES",,,"MG",1,2,2,1,2,2,0,,,1,2,2,0,,,,,,0,,,,,,1,1,1,1,1,1,2,2,1,1,1,1,1,2,9,2,1,,2,,1/15/2004
"MW","MW00718",18,"SOCCER","FOOTBALL","BASEBALL","DRAWING",,,"SIR",1,2,2,1,1,0,1,2,2,1,2,2,0,,,,,,0,,,,,,1,1,0,,,,3,2,1,2,1,2,1,1,3,3,2,9,,,2/15/2010
"MW","MW00726",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,1,1,0,,,,1,1,1,1,0,,2,1,2,1,2,1,1,3,2,3,3,2,,,12/15/2009
"MW","MW00771",12,"BASKETBALL","SOCCER","BASEBALL","DRAWING",,,"MG",1,1,1,1,2,2,1,1,1,1,2,2,0,,,,,,0,,,,,,1,2,1,1,1,2,3,2,2,2,2,2,1,3,3,3,2,9,,,7/15/2005
"MW","MW00771",18,"BASKETBALL","VOLLEYBALL",,"ART","WRITING","HAIR STYLING","RRJ",1,1,2,1,2,2,0,,,1,2,2,1,2,2,1,2,1,1,2,1,2,0,,1,1,1,1,1,2,3,2,2,2,2,2,1,3,2,0,9,3,9,,9/15/2011
"MW","MW00828",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,0,,,,1,0,1,1,2,1,1,1,1,2,3,2,9,,2/15/2010
"MW","MW00830",12,"BASKETBALL","FOOTBALL",,"PLAYSTATION (VIDEO GAMES)","DRAWING",,"MSS",1,1,2,1,0,1,0,,,1,2,2,1,1,1,0,,,0,,,,,,1,2,1,1,1,1,2,2,1,2,2,1,1,2,2,3,1,2,3,9,8/15/2003
"MW","MW00830",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,3,2,2,1,2,2,0,,,,,,,,4/15/2009
"MW","MW00856",12,"BASKETBALL","FOOTBALL","BASEBALL","READ BOOKS","PLAY CARDS",,"DYD",1,1,2,1,2,1,1,0,1,1,2,2,1,1,2,0,,,1,2,1,1,0,,1,2,1,1,0,,3,0,1,1,2,2,1,3,2,2,3,2,1,9,1/15/2004
"MW","MW00856",18,,,,"WRITING POETRY","WRITING SONGS",,"SIR",0,,,,,,,,,1,2,2,1,2,2,0,,,1,2,0,,,,1,1,1,1,0,,3,2,1,1,1,1,0,,,,,,,,9/15/2010
"MW","MW00863",12,"FOOTBALL","BASKETBALL","BASEBALL","COLLECT MAGAZINES","PLAY CARDS","PLAY YU-GI-OH CARDS (COLLECTIBLE)","MSS",1,0,1,1,0,2,1,0,1,1,2,2,1,1,2,1,2,2,0,,,,,,1,2,1,1,1,1,3,2,2,1,2,2,1,2,3,2,3,2,9,,11/15/2003
"MW","MW00863",18,"SKATE BOARDING",,,,,,"SIR",1,2,2,0,,,,,,0,,,,,,,,,0,,,,,,1,1,1,1,0,,3,2,2,1,1,1,0,,,,,,,,1/15/2010
"MW","MW00874",12,"BASKETBALL","TENNIS",,"JUMP ROPE","PLAY CARDS",,"MRG",1,0,1,1,1,1,0,,,1,2,2,1,2,2,0,,,0,,,,,,1,2,1,2,0,,2,1,1,1,1,2,1,3,2,0,2,3,9,,3/15/2005
"MW","MW00874",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,1,1,1,1,3,1,1,1,1,2,0,,,,,,,,5/15/2011
"MW","MW00889",18,,,,"DANCING","SIGHT SEEING",,"RRJ",0,,,,,,,,,1,1,1,1,2,2,0,,,0,,,,,,1,2,1,2,1,2,2,2,1,1,0,1,0,,,,,,,,5/15/2011
"MW","MW00891",12,"BASKETBALL","SOFTBALL","VOLLEYBALL","READING MAGAZINES",,,"DYD",1,2,2,1,1,2,1,2,1,1,1,1,0,,,,,,1,1,0,,,,1,2,0,,,,3,2,2,2,2,1,1,2,3,3,3,9,,,3/15/2004
"MW","MW00891",18,"SOFTBALL",,,,,,"SIR",1,1,1,0,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,1,1,2,1,2,1,0,,,,,,,,4/15/2010
"MW","MW00947",12,"BASKETBALL","SOCCER",,"CARD GAMES",,,"MSS",1,1,1,1,1,2,0,,,1,2,2,0,,,,,,1,2,0,,,,1,2,1,1,0,,3,2,9,2,2,0,1,2,2,0,1,9,,,11/15/2003
"MW","MW00947",18,"FOOTBALL",,,"XBOX",,,"RRJ",1,1,2,0,,,,,,1,2,2,0,,,,,,1,2,0,,,,1,1,1,2,1,1,2,2,9,2,2,2,0,,,,,,,,12/15/2009
"MW","MW00951",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,2,2,2,1,1,1,1,3,3,2,3,3,9,,2/15/2010
"MW","MW00968",12,"BASKETBALL, VOLYBALL, SWIMMING",,,"JUMPING ROPE","PLAY VIDEO GAMES",,"MG",1,0,1,0,,,,,,1,2,2,1,1,1,0,,,0,,,,,,1,1,1,1,0,,3,2,1,2,2,1,1,2,2,2,1,9,,,11/15/2003
"MW","MW00968",18,,,,"DOING HAIR",,,"SIR",0,,,,,,,,,1,1,2,0,,,,,,0,,,,,,1,1,0,,,,2,2,1,1,1,1,1,2,2,1,3,3,,,11/15/2009
"MW","MW00979",12,"FOOTBALL","BASKETBALL","BASEBALL","TANGO","XBOX",,"RRJ",1,2,2,1,1,1,1,1,1,1,0,1,1,0,1,0,,,1,2,0,,,,1,1,1,1,0,,3,1,2,2,2,2,1,9,2,2,2,9,,,3/15/2007
"MW","MW01017",18,,,,"READING","RUNNING",,"SIR",0,,,,,,,,,1,2,2,1,2,1,0,,,0,,,,,,1,1,1,1,0,,2,1,1,2,2,2,1,2,,2,3,,,,1/15/2010
"MW","MW01033",12,"SOCCER","BASKETBALL","FOOTBALL","CARDS","VIDEO GAMES",,"MKE",1,0,1,1,2,1,1,2,2,1,2,2,1,1,1,0,,,1,2,0,,,,1,2,1,1,1,2,3,2,2,2,2,1,1,2,,1,3,2,2,3,10/15/2004
"MW","MW01033",18,"FOOTBALL","BUILDING THINGS",,,,,"RRJ",1,0,1,1,1,0,0,,,0,,,,,,,,,0,,,,,,1,2,1,2,1,2,3,2,2,2,0,2,0,,,,,,,,5/15/2010
"MW","MW01040",12,"BIKE RIDING","FOOTBALL","BASKETBALL","CARDS","GYMNASTICS",,"SND",1,0,1,1,2,2,1,1,1,1,1,2,1,0,1,0,,,1,2,1,1,0,,1,1,0,,,,2,2,0,1,2,2,1,3,2,3,3,3,9,,10/15/2006
"MW","MW01061",12,"BASKETBALL","BASEBALL",,"PLAY DRUMS","PLAY OTHER INSTRUMENTS",,"SND",1,2,1,1,0,1,0,,,1,2,1,1,0,2,0,,,1,2,1,0,0,,1,2,1,2,0,,3,2,2,1,2,2,1,3,3,3,3,3,9,,11/15/2006
"MW","MW01086",12,"SKATING","BIKE RIDING","VOLLEYBALL","VIDEO GAMES",,,"MEY",1,0,1,1,2,2,1,1,1,1,1,2,0,,,,,,1,2,0,,,,1,1,0,,,,2,1,2,2,2,1,1,1,1,2,2,3,9,,10/15/2004
"MW","MW01086",18,"VOLLEYBALL","BASKETBALL",,"READING",,,"RRJ",1,0,2,1,0,1,0,,,1,1,1,0,,,,,,0,,,,,,1,1,1,1,1,2,2,2,1,2,2,2,1,3,9,9,2,3,9,,1/15/2010
"MW","MW01094",18,,,,"RIDING BIKE",,,"SIR",0,,,,,,,,,1,1,1,0,,,,,,0,,,,,,1,1,0,,,,1,2,1,1,1,1,0,,,,,,,,8/15/2010
"MW","MW01105",12,"BASKETBALL","SWIMMING","TENNIS","CRAFTS","DOLLS","EXTRA CREDIT MATH PROBLEMS","MSS",1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,1,2,2,0,,,,,,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,3,1,3,9,,5/15/2004
"MW","MW01118",12,"BASKETBALL","FOOTBALL",,"POOL","PLAY CARDS",,"DYD",1,2,1,1,1,1,0,,,1,2,2,1,0,1,0,,,0,,,,,,1,1,1,2,0,,3,2,1,2,2,2,1,2,3,3,2,9,,,1/15/2004
"MW","MW01118",18,"BASKETBALL","FOOTBALL",,"XBOX",,,"RRJ",1,1,2,1,0,0,0,,,1,1,2,0,,,,,,0,,,,,,1,2,1,2,0,,3,0,2,1,2,2,1,1,1,2,9,9,,,3/15/2010
"MW","MW01144",12,"FOOTBALL",,,"VIDEO GAMES","COMPUTER","RAP","MKE",1,1,1,0,,,,,,1,2,2,1,1,1,1,1,2,0,,,,,,1,1,0,,,,3,2,1,2,2,2,1,3,2,1,2,3,9,,7/15/2004
"MW","MW01144",18,,,,"WEIGHT LIFTING",,,"RRJ",0,,,,,,,,,1,1,2,0,,,,,,0,,,,,,1,2,1,2,1,2,1,2,0,0,2,2,1,3,2,3,1,2,9,,8/15/2010
"MW","MW01160",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,2,2,1,1,1,1,1,3,2,2,1,2,9,,6/15/2010
"MW","MW01171",18,,,,"HACKY SACK","COMPUTERS","WRITES LITERATURE","RRJ",0,,,,,,,,,1,2,2,1,2,2,1,1,0,1,2,1,2,0,,1,1,1,2,1,2,2,2,0,1,2,2,1,1,9,9,2,1,9,,7/15/2009
"MW","MW01193",12,"VOLLEYBALL","SOCCER",,"CRAFTS","ROLLERBLADING","CAMPING","MKE",1,1,1,1,0,1,0,,,1,0,1,1,1,2,1,0,1,1,2,0,,,,1,1,1,2,1,1,3,1,1,2,2,1,1,2,2,1,2,9,,,9/15/2004
"MW","MW01193",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,1,0,0,,,,1,1,0,,,,2,2,1,1,1,1,1,9,9,9,9,2,3,9,10/15/2010
"MW","MW01200",12,"VOLLEYBALL","FOOTBALL","SWIMMING","ARTS AND CRAFTS","DOUBLE DUTCH",,"BMB",1,0,1,1,1,1,1,1,2,1,1,1,1,2,2,0,,,0,,,,,,1,1,1,1,1,2,3,1,1,2,1,2,1,3,2,3,3,3,0,,8/15/2003
"MW","MW01200",18,,,,"SINGING",,,"SIR",0,,,,,,,,,1,2,2,0,,,,,,1,2,1,2,0,,1,2,0,,,,2,2,0,2,2,2,1,3,2,3,3,,,,7/15/2009
"MW","MW01249",18,"BASKETBALL","FOOTBALL","TRACK","VIDEO AND COMPUTER GAMES",,,"RRJ",1,1,2,1,1,2,1,2,2,1,0,2,0,,,,,,0,,,,,,1,2,1,2,1,2,3,2,1,1,1,2,0,,,,,,,,10/15/2010
"MW","MW01276",12,"TENNIS","BASKETBALL","VOLLEYBALL","JUMP ROPE","BOARD GAMES",,"MSS",1,1,2,1,0,1,1,0,1,1,2,1,1,0,2,0,,,1,2,1,1,0,,1,1,1,1,1,1,3,1,1,0,2,2,1,2,2,3,1,2,9,,11/15/2003
"MW","MW01276",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,2,0,,2,1,2,2,2,2,1,1,9,1,2,9,,,2/15/2010
"MW","MW01302",12,"BASKETBALL","BASEBALL","FOOTBALL","X-BOX","PLAYSTATION 2",,"DYD",1,0,2,1,0,0,1,2,2,1,1,2,1,1,2,0,,,0,,,,,,1,2,0,,,,3,2,2,0,2,2,1,1,1,0,2,9,,,4/15/2004
"MW","MW01302",18,"BASKETBALL","FOOTBALL",,,,,"SIR",1,2,2,1,1,1,0,,,0,,,,,,,,,1,2,0,,,,1,2,0,,,,3,2,2,2,2,2,1,2,2,3,3,9,,,6/15/2010
"MW","MW01323",12,"SOCCER","BASKETBALL","VOLLEYBALL","SHOPPING","SINGING",,"MKE",1,1,1,1,0,1,1,1,0,1,1,2,1,2,1,0,,,1,2,0,,,,1,1,1,1,0,,3,1,1,0,1,2,1,2,1,3,2,3,9,,11/15/2004
"MW","MW01323",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,1,1,0,,,,1,0,0,,,,2,0,2,2,2,1,1,2,3,1,3,2,9,,9/15/2010
"MW","MW01335",12,"FOOTBALL","BASKETBALL",,"COMPUTER GAMES",,,"MKE",1,0,1,1,0,0,0,,,1,2,2,0,,,,,,0,,,,,,1,1,0,,,,2,0,0,1,1,2,1,3,0,2,2,3,9,,4/15/2005
"MW","MW01335",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,1,1,2,1,1,0,0,,,,,,,,9/15/2010
"MW","MW01347",12,"BASEBALL","BIKING","SWIMMING","BOARD GAMES",,,"MEY",1,1,2,1,1,2,1,0,0,1,1,2,0,,,,,,0,,,,,,1,2,0,,,,2,2,2,2,2,1,1,3,3,3,3,3,3,9,9/15/2004
"MW","MW01347",18,"SWIMMING","BASKETBALL","FOOTBALL","CARS","YUGIOH","VIDEO GAMES","RRJ",1,2,2,1,1,2,1,0,2,1,1,1,1,0,2,1,1,2,1,2,0,,,,1,2,1,2,1,2,3,1,2,2,2,2,1,3,3,3,2,9,,,12/15/2010
"MW","MW01351",12,"BASEBALL",,,,,,"DYD",1,1,1,0,,,,,,0,,,,,,,,,0,,,,,,1,1,1,1,0,,2,1,1,1,1,1,1,2,3,3,1,9,,,2/15/2004
"MW","MW01351",18,"BASKETBALL",,,,,,"SIR",1,1,1,0,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,2,1,1,1,2,1,1,2,3,3,2,9,,,2/15/2010
"MW","MW01368",18,,,,"READING","SINGING",,"RRJ",0,,,,,,,,,1,2,2,1,1,1,0,,,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,9,7/15/2011
"MW","MW01396",18,,,,"DRAWING",,,"RRJ",0,,,,,,,,,1,2,1,0,,,,,,1,2,1,2,0,,1,2,1,2,1,2,3,2,0,2,2,2,1,3,9,9,9,3,3,9,1/15/2011
"MW","MW01404",18,,,,"WATCHING TV","VIDEO GAMES","GOING TO THE MALL","RRJ",0,,,,,,,,,1,1,1,1,2,1,1,2,1,0,,,,,,1,1,1,1,1,1,3,2,2,2,1,1,1,2,2,3,2,9,,,11/15/2010
"MW","MW01420",12,"JUMPING ROPE","RUNNING","BASKETBALL","PLAYING WITH DOG","VIDEO GAMES",,"MY",1,1,2,1,1,1,1,0,0,1,1,2,1,1,2,0,,,1,1,1,2,0,,1,1,1,2,1,1,3,2,2,2,2,2,1,3,2,3,2,3,3,2,6/15/2004
"MW","MW01420",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,2,2,2,2,2,2,1,2,2,3,2,9,,,8/15/2010
"MW","MW01438",12,"SOCCER","SWIM","FOOTBALL","BUILD FIGURINES","PLAYING VIDEO GAMES",,"JMR",1,1,2,1,1,2,1,0,1,1,2,2,1,2,2,0,,,0,,,,,,1,1,1,2,0,,3,1,2,2,2,2,1,2,2,2,2,0,9,,6/15/2004
"MW","MW01438",18,"SWIMMING",,,,,,"SIR",1,1,2,0,,,,,,0,,,,,,,,,0,,,,,,1,0,1,0,0,,3,2,1,1,1,1,0,,,,,,,,9/15/2010
"MW","MW01453",18,,,,"READING",,,"SIR",0,,,,,,,,,1,1,1,0,,,,,,1,1,0,,,,1,1,0,,,,3,1,1,1,1,1,0,,,,,,,,10/15/2010
"MW","MW01481",12,"JUMPING ROPE",,,"CARDS",,,"MEY",1,0,2,0,,,,,,1,0,0,0,,,,,,0,,,,,,1,1,0,,,,1,2,0,1,2,2,1,2,2,0,1,9,,,7/15/2004
"MW","MW01528",18,,,,"LIKES TO READ","WRITES",,"RRJ",0,,,,,,,,,1,2,2,1,1,2,0,,,1,2,1,2,0,,1,2,1,1,1,2,2,1,1,1,1,1,1,3,3,2,3,9,,,3/15/2011
"MW","MW01542",12,"BASKETBALL",,,"VIDEOGAMES","YU-GI-OH CARD TRADING",,"MEY",1,1,2,0,,,,,,1,1,2,1,1,1,0,,,1,2,0,,,,1,1,0,,,,3,1,2,2,1,2,1,3,2,3,3,3,9,,4/15/2005
"MW","MW01542",18,"BASKETBALL",,,"DRAWING",,,"RRJ",1,0,1,0,,,,,,1,1,1,0,,,,,,1,1,0,,,,1,2,1,2,1,1,2,1,2,0,1,1,1,2,0,1,2,0,9,,11/15/2011
"MW","MW01591",12,"BASKETBALL","FOOTBALL",,"PLAY DRUMS AT GRANDMA'S CHURCH",,,"EKK",1,1,2,1,2,1,0,,,1,2,1,0,,,,,,1,1,1,2,0,,1,2,1,1,0,,3,2,1,1,2,2,1,2,2,3,3,9,,,8/15/2005
"MW","MW01591",18,"FOOTBALL","BASKETBALL",,"VIDEOGAMES","DRAWING",,"RRJ",1,1,2,1,0,1,0,,,1,0,1,1,1,2,0,,,1,2,1,1,0,,1,2,1,2,1,2,3,2,2,1,1,2,1,3,9,3,9,3,3,9,10/15/2011
"MW","MW01608",18,,,,"VIDOE GAMES",,,"RRJ",0,,,,,,,,,1,1,2,0,,,,,,0,,,,,,1,1,1,1,1,2,2,1,2,2,2,1,1,3,9,3,9,9,,,12/15/2010
"MW","MW01629",12,"FOOTBALL","BASKETBALL",,"DRAWING","DRIVING","RACING","RRJ",1,1,1,1,2,1,0,,,1,2,2,1,2,2,1,1,1,1,1,1,2,0,,1,1,1,1,1,1,3,0,2,1,2,2,1,3,2,3,2,2,9,,6/15/2004
"MW","MW01629",18,"FOOTBALL","BASKETBALL",,"REPAIRING AND FIXING THINGS","DRAWING",,"RRJ",1,1,1,1,1,0,0,,,1,1,2,1,1,2,0,,,0,,,,,,1,2,1,2,1,2,2,2,2,2,2,1,0,,,,,,,,5/15/2010
"MW","MW01657",12,"FOOTBALL","BASKETBALL","SOCCER","VIDEO GAMES",,,"MEY",1,1,2,1,0,1,1,0,0,1,1,2,0,,,,,,1,2,0,,,,1,1,1,0,1,1,3,1,1,2,2,1,1,2,3,3,2,2,3,1,10/15/2004
"MW","MW01657",18,,,,"WRITES MUSIC","VIDEO GAMES",,"RRJ",0,,,,,,,,,1,0,2,1,0,1,0,,,1,2,0,,,,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,0,2,2,9,,1/15/2011
"MW","MW01673",12,,,,"DRAWING","PAINTING",,"MKE",0,,,,,,,,,1,1,1,1,1,2,0,,,0,,,,,,1,2,1,1,0,,3,0,9,2,2,1,1,3,2,1,1,3,9,,10/15/2004
"MW","MW01673",18,,,,"PAINTING","DRAWING",,"SIR",0,,,,,,,,,1,0,1,1,2,2,0,,,0,,,,,,1,1,1,1,1,1,2,1,9,1,2,1,1,2,3,2,2,,,,8/15/2009
"MW","MW01685",12,"BASKETBALL",,,"OPERATION","PLAY STATION",,"MG",1,1,1,0,,,,,,1,1,2,1,1,1,0,,,0,,,,,,1,2,1,1,0,,2,2,1,1,2,1,1,2,2,3,2,2,,9,1/15/2004
"MW","MW01685",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,0,,,,2,1,1,0,1,1,0,,,,,,,,2/15/2010
"MW","MW01690",12,"SKATEBOARDING","BASEBALL","FOOTBALL","COLLECTING CARDS","COLLECTING TECH DECK DUDES",,"MEY",1,2,1,1,0,1,1,0,1,1,2,2,1,2,2,0,,,0,,,,,,1,2,1,1,1,0,3,2,0,2,2,1,1,2,3,3,2,3,3,9,10/15/2004
"MW","MW01690",18,"KICK BOXING",,,"LIKES TO WRITE",,,"RRJ",1,1,1,0,,,,,,1,2,2,0,,,,,,0,,,,,,1,2,1,2,0,,3,2,0,1,2,2,1,2,2,3,9,2,9,,1/15/2011
"MW","MW01701",12,"SWIMMIMG","BASEBALL",,"BALLET","JUMPING ROPE",,"MEY",1,1,1,1,0,1,0,,,1,1,0,1,2,2,0,,,1,2,0,,,,1,2,1,1,0,,2,1,0,1,0,1,1,0,2,3,2,3,3,3,12/15/2004
"MW","MW01701",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,0,,,,1,1,1,1,1,1,1,9,9,2,2,9,,,9/15/2010
"MW","MW01736",12,"FOOTBALL",,,"ARTS AND CRAFTS",,,"SND",1,0,1,0,,,,,,1,2,1,0,,,,,,0,,,,,,1,2,1,1,0,,3,1,0,1,2,1,1,2,2,2,1,9,,,9/15/2006
"MW","MW01750",12,"FOOTBALL","BASEBALL","BASKETBALL",,,,"TRW",1,1,2,1,0,1,1,2,1,0,,,,,,,,,0,,,,,,0,,,,,,3,2,1,1,2,2,1,1,1,2,0,2,9,,5/15/2007
"MW","MW01769",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,1,1,1,0,,2,2,2,1,1,1,1,2,2,2,2,9,,,5/15/2010
"MW","MW01775",12,"GYMNASTIC","CHEERLEADING",,"PLAYING MONOPOLY","GOING WITH FRIENDS SHOPPING",,"MG",1,2,1,1,1,1,0,,,1,1,1,1,1,1,0,,,0,,,,,,1,1,1,1,0,,3,2,1,2,2,2,1,2,2,3,2,3,0,0,10/15/2004
"MW","MW01775",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,0,,,,3,1,1,1,1,1,0,,,,,,,,8/15/2010
"MW","MW01824",18,"SNOWBOARDING",,,,,,"RRJ",1,1,1,0,,,,,,0,,,,,,,,,1,1,0,,,,1,1,0,,,,3,2,2,1,2,1,1,3,2,3,2,3,9,,12/15/2011
"MW","MW01839",12,"RUNNING",,,"COMPUTER GAMES",,,"JUM",1,1,2,0,,,,,,1,1,2,0,,,,,,0,,,,,,1,1,1,0,0,,2,0,0,2,2,1,1,2,2,0,3,9,,,6/15/2004
"MW","MW01839",18,"TRACK",,,,,,"SIR",1,1,1,0,,,,,,0,,,,,,,,,0,,,,,,1,2,1,2,0,,2,2,1,1,1,1,1,3,3,2,2,9,,,7/15/2010
"MW","MW01846",12,"BASEBALL","FISHING",,"COLLECT HARRY POTTER BOOKS",,,"MEY",1,2,2,1,0,1,0,,,1,2,2,0,,,,,,0,,,,,,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,3,2,3,3,9,8/15/2004
"MW","MW01846",18,,,,,,,"SIR",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,0,1,2,3,2,1,1,1,1,1,3,9,3,3,3,9,,8/15/2010
"MW","MW01852",12,"BASEBALL","GYMNSTASTIC","BASKETBALL",,,,"MG",1,0,2,1,2,1,1,1,1,0,,,,,,,,,0,,,,,,1,1,1,1,1,1,3,2,1,2,1,2,1,2,9,2,9,3,9,,2/15/2005
"MW","MW01852",18,"BASKETBALL","TUMBLING",,"DANCING",,,"RRJ",1,1,1,1,1,1,0,,,1,2,2,0,,,,,,1,2,0,,,,1,2,1,2,1,2,2,2,1,1,2,2,1,2,3,2,2,3,3,9,5/15/2011
"MW","MW01867",12,"BASEBALL",,,"PLAYING CARDS",,,"SIR",1,0,1,0,,,,,,1,2,1,0,,,,,,0,,,,,,1,2,1,1,0,,2,0,1,1,2,2,1,3,2,3,2,1,9,,3/15/2006
"MW","MW01895",12,"BASKETBALL","VOLLEYBALL","CHEERLEADING","GAMEBOY","COMPUTER GAMES",,"MEY",1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,,,1,1,1,1,1,1,1,1,1,1,1,2,3,0,2,2,2,2,1,3,3,3,3,3,3,9,11/15/2004
"MW","MW01895",18,,,,"WII GAME",,,"RRJ",0,,,,,,,,,1,0,1,0,,,,,,0,,,,,,1,2,1,2,1,2,2,0,1,1,2,2,1,2,3,2,2,3,3,3,1/15/2011
"MW","MW01906",12,"BASKETBALL","BASEBALL","VOLLEYBALL","CONNECT FOUR","CHECKERS","BINGO","MEY",1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,0,,,,1,2,1,2,0,,3,2,2,2,2,2,1,3,3,3,3,3,3,3,11/15/2004
"MW","MW01906",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,1,0,1,2,2,2,1,2,2,2,1,3,9,9,9,2,3,3,12/15/2010
"MW","MW01927",18,,,,"DANCING","SINGING",,"SIR",0,,,,,,,,,1,1,1,1,2,2,0,,,1,2,0,,,,1,1,0,,,,2,2,2,2,1,1,1,1,2,1,2,9,,,8/15/2010
"MW","MW01943",12,"TENNIS","VOLLEYBALL","ROPE","PLAYING CARDS","PLAY SAXOPHONE",,"MEY",1,1,2,1,0,1,1,1,1,1,2,1,1,1,2,0,,,1,1,1,1,0,,1,1,1,1,0,,2,2,1,1,2,1,1,2,3,1,3,3,3,9,4/15/2005
"MW","MW01943",18,,,,,,,"RRJ",0,,,,,,,,,0,,,,,,,,,0,,,,,,1,2,0,,,,2,2,,1,1,1,0,,,,,,,,6/15/2011
"MW","MW01970",12,"FOOTBALL","HOCKEY",,"VIDEO GAMES","DRAWING",,"MEY",1,0,1,1,0,1,0,,,1,2,2,1,1,1,0,,,0,,,,,,0,,,,,,3,1,1,2,2,2,1,3,3,3,3,3,3,9,11/15/2004
"MW","MW01970",18,,,,"READING",,,"RRJ",0,,,,,,,,,1,1,2,0,,,,,,1,1,1,2,0,,0,,,,,,2,0,2,2,2,2,1,2,2,3,2,3,9,,12/15/2010
"MW","MW01988",12,"SWIMMING","BASKETBALL",,"DANCE",,,"MKE",1,1,1,1,0,1,0,,,1,2,2,0,,,,,,0,,,,,,1,2,0,,,,3,1,1,1,2,1,1,2,2,2,2,3,3,9,11/15/2004
