"center","id","YNEA1","YNEA2","YNEA3","YNEA4","YNEA5","YNEA6","YNEA7","YNEA8","YNEA9","YNEA10","YNEA11","YNEA12","YNEA13","YNEA14","YNEA15","YNEA16","YNEA17","YNEA18","YNEA19","YNEA20","YNEA21","visit"
"SO","SO11273","0","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO11290","2","2","2","1","0","0","3","3","3","3","1","1","1","2","3","1","2","1","2","3","3",18
"SO","SO11305","2","2","2","2","0","0","3","1","2","2","0","0","0","2","2","2","2","0","1","2","2",18
"SO","SO11318","3","2","2","0","0","0","3","2","3","3","1","0","1","3","3","3","2","1","2","2","2",18
"SO","SO11326","0","0","3","0","0","0","3","3","3","3","0","0","0","0","3","3","3","0","3","3","0",18
"SO","SO11344","2","2","2","1","0","1","2","1","2","2","2","1","1","2","2","1","2","1","1","3","1",18
"SO","SO11359","1","3","2","1","0","2","3","3","3","2","0","0","0","3","2","3","2","0","2","3","3",18
"SO","SO11387","2","2","2","1","0","0","2","2","2","2","1","1","1","2","2","2","2","0","2","2","2",18
"SO","SO11393","2","2","1","1","1","1","2","1","1","2","1","1","2","1","2","2","1","1","2","2","2",18
"SO","SO11407","3","2","2","0","0","0","3","3","3","3","0","0","0","0","3","3","3","3","3","3","3",18
"SO","SO11415","2","2","3","0","0","0","3","2","2","2","0","0","0","2","3","2","2","0","3","0","0",18
"SO","SO11430","1","2","2","1","1","1","2","2","2","2","1","1","1","2","2","1",,"1","2","3","3",18
"SO","SO11442","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","1","2","0","2","3","3",18
"SO","SO11474","3","3","2","0","0","0","3","2","2","2","0","0","0","2","3","2","2","0","2","3","3",18
"SO","SO11491","2","2","2","0","0","0","3","2","2","2","1","0","0","2","2","2","2","0","2","3","3",18
"SO","SO11504","0","1","0","3","0","0","0","1","0","0","1","1","0","0","0","2","0","1","0","1","0",18
"SO","SO11520","0","2","3","0","0","2","3","2","3","3","0","0","1","3","3","3","3","1","3","2","2",18
"SO","SO11538","3","1","3","1","2","0","2","3","2","3","1","3","2","3","3","2","3","2","3","0","1",18
"SO","SO11553","2","1","2","1","0","1","2","2","2","2","1","1","0","2","2","2","2","1","2","2","2",18
"SO","SO11577","3","2","3","0","0","0","3","3","3","3","2","0","0","3","3","3","3","0","3","3","3",18
"SO","SO11581","2","2","2","0","0","0","3","3","2","2","1","1","1","3","3","3","3","0","3","2","2",18
"SO","SO11599","2","2","2","1","0","0","3","2","2","2","0","0","1","2","2","2","2","0","2","3","3",18
"SO","SO11600","1","2","3","2","2","1","3","2","1","1","0","3","2","1","3","2","1","0","3","1","2",18
"SO","SO11613","1","1","2","1","0","0","2","2","2","2","0","0","0","2","2","1","1","0","2","3","2",18
"SO","SO11621","1","1","2","1","1","1","2","1","1","2","1","1","1","1","2","2","1","1","1","2","2",18
"SO","SO11637","2","2","2","0","1","0","3","3","3","2","1","1","0","2","2","3","2","1","3","3","3",18
"SO","SO11649","2","2","2","1","0","0","3","3","3","3","0","0","0","2","3","3","2","0","2","3","3",18
"SO","SO11654","1","1","3","0","0","0","3","1","3","3","0","0","0","0","3","3","3","0","3","3","2",18
"SO","SO11665","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO11676","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","2","2",18
"SO","SO11682","2","2","2","1","1","1","2","2","2","2","1","1","1","2","2","2","2","1","2","3","3",18
"SO","SO11717","1","1","1","2","0","0","2","1","1","1","1","2","2","1","1","1","1","1","2","2","2",18
"SO","SO11758","1",,,,,,"3","3","2","2","0","0",,"3","3","3","3","3","3","3","3",18
"SO","SO11772",,,,,,,,,,,,,,,,,,,,,"2",18
"SO","SO11786","2","2","3","0","0","0","3","2","2","3","0","0","0","3","3","3","3","0","2","3","3",18
"SO","SO11794","1","1","2","2","0","0","2","3","1","1","1","1","0","2","2","3","1","1","3","2","3",18
"SO","SO11806","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"SO","SO11819","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO11870","2","2","3","1","0","0","3","3","3","3","0","0","0","3","0","3","3","0","3","0","0",18
"SO","SO11888","2","2","2","2","0","0","3","2","2","2","0","0","0","2","2","2","2","0","3","3","3",18
"SO","SO11892","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO11903","1","1","1","2","0","0","2","2","1","1","0","0","0","1","2","2","1","0","2","2","2",18
"SO","SO11911","2","2","2","1","1","1","2","2","2","2","1","1","1","2","1","2","2","1","2","2","1",18
"SO","SO11924","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2",18
"SO","SO11939","1","1","1","3","0","0","3","1","2","2","0","0","0","2","3","3","3","0","3","3","3",18
"SO","SO11946","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","3",18
"SO","SO11952","3","3","3","0","0","0","3","3","3","2","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO11967","1","2","2","1","0","0","3","3","3","3","0","0","1","3","3","2","2","0","2","2","2",18
"SO","SO11978","3","3","1","2","0","0","3","2","2","1","2","0","0","2","3","2","1","0","2","3","3",18
"SO","SO11980","3","3","3","0","0","0","3","3","3","3","2","0","0","3","3","3","3","0","3","3","3",18
"SO","SO11995","2","2","1","1","0","0","3","1","2","1","0","0","0","1","2","2","2","0","2","3","2",18
"SO","SO12013","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO12037","3","2","2","1","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO12054","2","2","2","1","0","0","3","2","2","2","1","1","1","2","2","3","2","0","2","3","2",18
"SO","SO12076","3","3","3","0","0","0","3","3","3","3","3","0","0","3","3","3","3","0","3","3","3",18
"SO","SO12082","2","2","2","0","0","0","3","2","2","2","0","0","0","2","3","3","3","0","3","0","0",18
"SO","SO12098","3","2","2","0","0","0","2","1","1","2","0","0","0","2","2","2","2","0","2","3","3",18
"SO","SO12114","1","2","2","1","0","0","2","2","2","2","0","0","0","2","2","1","2","0","2","3","3",18
"SO","SO12122","3","2","3","1","0","0","3","3","3","3","0","0","0","2","3","3","2","0","3","3","3",18
"SO","SO12150","2","2","2","1","1","1","2","2","2","2","1","1","1","2","1","2","1","1","1","3","3",18
"SO","SO12169","3","2","3","0","0","0","3","3","3","2","0","0","0","2","3","3","3","0","3","3","3",18
"SO","SO12175","3","3","2","0","0","0","3","3","3","3","1","1","1","2","1","2","2","1","2","0","0",18
"SO","SO12197","2","2","2","0","0","0","3","2","2","2","2","0","1","2","2","2","2","0","2","3","2",18
"SO","SO12209","2","2","2","0","0","0","3","3","3","3","2","0","1","3","2","2","2","0","2","3","3",18
"SO","SO12217","0","2","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","3",18
"SO","SO12225","2","2","2","0","0","0","3","2","2","2","0","0","0","2","2","2","2","0","2","3","2",18
"SO","SO12240","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO12261","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",18
"SO","SO12272","2","2","2","1","0","0","2","2","2","2","0","0","1","2","2","2","1","0","2","3","3",18
"SO","SO12294","1","2","2","0","0","0","3","3","2","2","0","0","0","3","3","2","3","1","3","3","3",18
"SO","SO12306","2","2","3","0","0","0","2","2","2","2","1","0","1","1","2","2","2","1","2","3","2",18
"SO","SO12319","2","2","2","1","0","0","3","3","2","2","1","0","1","2","2","2","1","0","2","2","2",18
"SO","SO12327","2","2","2","1","0","0","2","2","1","2","0","0","0","2","2","1","2","0","2","2","2",18
"SO","SO12331","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO12343","2","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","2","2",18
"SO","SO12355",,"2","3","0","0","0","2","2","2","2","0","0","1",,"2","3","2","0","3","3","3",18
"SO","SO12364","2","2","2","1","0","0","3","3","3","2","0","0","0","2","3","3","2","0","3","3","3",18
"SO","SO12370","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SO","SO12392","1","1","1","1","1","1","2","1","1","1","1","1","1","2","2","1","2","1",,"2","2",18
"SO","SO12416","2","2","2","0","0","0","3","3","3","2","0","0","0","2","2","3","2","0","2","2","2",18
"SO","SO12434","2","3","2","1","0","0","2","2","2","2","0","0","0","1","2","2","2","0","1","0","0",18
"SO","SO12441","3","3","3","0","0","0","3","2","2","3","0","0","0","2","3",,"2","0","3","3","3",18
"SO","SO12462","2","2","1","2","0","0","3","2","2","2","0","0","0","2","2","3","2","0","3","3","3",18
"SO","SO12473","2","2","2","1","1","1","3","1","2","3","2","1","1","3","2","1","3","1","2","3","2",18
"SO","SO12490","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","2","3","0","3","3","3",18
"SO","SO12503","2","2","2","0","0","0","3","2","3","3","0","0","0","2","3","3","2","0","3","0","0",18
"SO","SO12524","1","1","1","0","0","0","2","1","2","1","3","3","0","3","2","1","1","0","2","3","2",18
"SO","SO12539","3","3","3","3","3","3","3","3","3","2","3","3","0","3","3","3","2","3","3","3","0",18
"SO","SO12552","0","1","1","1","0","0","2","1","1","1","0","0","0","1","2","0","1","0","2","2","2",18
"SO","SO12567","1","1","1","0","0","0","3","1","1","1","0","0","0","1","1","1","1","0","1","2","2",18
"SO","SO12578","1","1","2","1","0","0","3","2","2","2","0","0","0","2","2","2","1","0","1","3","3",18
"SO","SO12580","2","2","2","1","0","0","2","2","2","2","0","0","0","2","2","1","2","0","2","3","2",18
"SO","SO12595","1","2","2","0","0","0","2","2","2","2","0","0","0","2","2","2","2","0","2","3","2",18
"SW","SW20010","1","1","1","1","0","0","2","1","1","1","0","0","0","0","2","2","1","0","1","2","2",18
"SW","SW20035","2","2","2","1","0","0","3","1","2","2","1","0","1","3","3","1","2","0","2","3","3",18
"SW","SW20051","2","2","2","0","0","0","2","2","2","2","0","0","0","0","2","0","2","0","3","3","3",18
"SW","SW20079","0","3","2","0","0","0","3","2","1",,"3","3","0","3","3",,"2","0","2","3","3",18
"SW","SW20096","2","2","2","1","0","1","3","2","2","3","0","0","0","2","3","3","2","0","2","3","3",18
"SW","SW20103","2","2","2","0","0","0","3","2","2","2","3","2","0","2","2","1",,"1",,"3","2",18
"SW","SW20111","0","2","2","0","0","0","3","0","2","2","0","0","0","0","2","0","2","0","1","2","1",18
"SW","SW20146","1","1","2","1","0","0","3","2","2","2","0","0","0","2","2","2","2","0","0","2","2",18
"SW","SW20178","2","2","2","0","0","0","3","2","2","3","0","0","0","2","3","2","3","0","3","3","3",18
"SW","SW20180","2","2","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","2","3","3",18
"SW","SW20195","2","2","2","1","1","1","3","2","2","2","1","1","1","2","2","2","2","1","2","3","3",18
"SW","SW20228","3","2","2","1","1","1","3","2","2","2","1","1","1","2","2","2","2","1","2","3","3",18
"SW","SW20230","1","2","0","1","0","0","2","0","2","2","0","0","0","1","0","2","2","0","0","3","3",18
"SW","SW20242","0","0","0","0","0","0","3","1","1","1","0","0","0","2","0","2","0","0","3","2","2",18
"SW","SW20263","3",,"2","0","0","0","3",,"2","3","0","0","0","2","3","3","3","0","2","3","3",18
"SW","SW20274",,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",18
"SW","SW20309","2","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","3","3","3",18
"SW","SW20340","2","2","2","1","0","1","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2",18
"SW","SW20361","3","3","3","0","0","0","3","1","2","2","0","0","0","2","3","3","2","1","2","2","1",18
"SW","SW20372","2","2","2","1","0","0","2","1","2","2","1","1","0","1","2","3","2","0","2","3","3",18
"SW","SW20419","2","2","2","0","0","0","3","2","2","2","0","0","0","2","2","1","2","0","3","3","2",18
"SW","SW20427","2","3","2","0","0","0","3","2","2","2","0","0","0","2","2","3","3","1","2","2","1",18
"SW","SW20431","3","2","0","3","0","3","3","0","0","0","0","0","0","1","2","2","3","1","3","3","3",18
"SW","SW20443",,,,,,,,,,,,,,,,,,,,,"3",18
"SW","SW20464","2","2","2","1","0","0","0","2","3","2","0","0","0","2","2","2","2","0","3","3","3",18
"SW","SW20488","2","2","2","1","0","1","2","2","2","2","1","0","1","2","2","2","2","0","2","2","2",18
"SW","SW20500","3","3","3","0","0","0","3","3","3","3","0","0","0","2","3","3","3","0","2","3","3",18
"SW","SW20513","3","3","3","0","0","0","3","3","3","3","0","0","0","3","3","3","3","0","1","2","2",18
"SW","SW20598","3","2","2","1","1","0","2","3","2","2","1","1","0","2","1","3","2","0","2","2","2",18
"SW","SW20614","3","3","2","1","0","0","3","2","3","2","0","0","0","2","3","2","2","1","2","2","2",18
