"center","id","visit","WRAA1","WRAA3","WRAA4","AGE_MO","READ_AS","READ_STD","MATH_AS","MATH_STD","WRAB1","WRAB3"
"SO","SO10615",12,1,33,28,151,500,87,495,78,,
"SO","SO10628",12,1,39,33,149,509,102,506,92,,
"SO","SO10628",16,,,,209,533,115,,,1,52
"SO","SO10630",12,1,31,35,150,491,82,509,97,,
"SO","SO10630",16,,,,201,514,95,,,1,42
"SO","SO10642",16,,,,209,475,55,,,1,24
"SO","SO10656",12,1,30,31,151,489,79,500,86,,
"SO","SO10656",16,,,,208,512,91,,,1,41
"SO","SO10674",12,1,32,31,150,497,84,500,86,,
"SO","SO10674",16,,,,203,512,93,,,1,41
"SO","SO10689",12,1,30,27,164,489,75,494,71,,
"SO","SO10689",16,,,,201,505,84,,,1,37
"SO","SO10723",12,1,29,35,149,486,77,509,97,,
"SO","SO10735",12,1,37,24,150,505,97,487,67,,
"SO","SO10735",16,,,,203,512,93,,,1,41
"SO","SO10768",12,1,35,36,161,502,87,511,94,,
"SO","SO10784",12,1,30,30,146,489,79,499,83,,
"SO","SO10784",16,,,,201,502,80,,,1,35
"SO","SO10796",12,1,36,32,163,504,89,502,84,,
"SO","SO10796",16,,,,207,515,95,,,1,43
"SO","SO10804",12,1,36,34,159,504,89,508,89,,
"SO","SO10804",16,,,,196,520,101,,,1,45
"SO","SO10838",16,,,,204,505,82,,,1,37
"SO","SO10845",12,1,38,35,151,506,99,509,97,,
"SO","SO10845",16,,,,199,505,84,,,1,37
"SO","SO10853",12,1,36,36,150,504,94,511,100,,
"SO","SO10853",16,,,,202,497,73,,,1,32
"SO","SO10881",12,1,36,40,154,504,94,518,111,,
"SO","SO10881",16,,,,207,511,89,,,1,40
"SO","SO10899",12,1,37,35,150,505,97,509,97,,
"SO","SO10899",16,,,,198,515,97,,,1,43
"SO","SO10918",12,1,24,24,153,475,64,487,67,,
"SO","SO10918",16,,,,204,450,,,,1,16
"SO","SO10926",12,1,35,38,147,502,92,514,106,,
"SO","SO10959",16,,,,202,505,84,,,1,37
"SO","SO10960",12,1,29,44,154,486,77,525,122,,
"SO","SO10993",12,1,32,34,146,497,84,508,94,,
"SO","SO10993",16,,,,197,514,95,,,1,42
"SO","SO11001",12,1,25,30,158,476,63,499,78,,
"SO","SO11050",12,1,37,41,165,505,91,520.3,107,,
"SO","SO11050",16,,,,203,501,78,,,1,34
"SO","SO11069",16,,,,208,509,87,,,1,39
"SO","SO11075",12,1,22,26,170,473,53,493,67,,
"SO","SO11075",16,,,,207,473,50,,,1,22
"SO","SO11102",12,1,31,32,147,491,82,502,89,,
"SO","SO11102",16,,,,199,,,,,1,
"SO","SO11135",12,1,34,33,161,501,84,506,86,,
"SO","SO11147",12,1,35,32,157,502,87,502,84,,
"SO","SO11147",16,,,,206,529,108,,,1,49
"SO","SO11151",12,1,38,39,161,506,94,515,102,,
"SO","SO11151",16,,,,211,506,85,,,1,38
"SO","SO11196",12,1,29,41,160,486,72,520.3,107,,
"SO","SO11208",12,1,40,37,147,511,104,513.3,103,,
"SO","SO11208",16,,,,198,529,110,,,1,49
"SO","SO11216",12,1,32,31,147,497,84,500,86,,
"SO","SO11216",16,,,,195,502,80,,,1,35
"SO","SO11229",12,1,38,34,157,506,94,508,89,,
"SO","SO11234",12,1,35,39,158,502,87,515,102,,
"SO","SO11234",16,,,,208,533,115,,,1,52
"SO","SO11241",12,1,40,31,149,511,104,500,86,,
"SO","SO11241",16,,,,202,514,95,,,1,42
"SO","SO11257",12,1,49,43,150,529,127,522,119,,
"SO","SO11257",16,,,,201,531,114,,,1,51
"SO","SO11262",16,,,,205,512,91,,,1,41
"SO","SO11273",12,1,28,29,155,483,74,497,81,,
"SO","SO11273",16,,,,196,500,75,,,1,33
"SO","SO11290",12,1,29,28,154,486,77,495,78,,
"SO","SO11305",12,1,42,42,155,514,109,521,117,,
"SO","SO11305",16,,,,207,512,91,,,1,41
"SO","SO11318",12,1,38,33,151,506,99,506,92,,
"SO","SO11326",12,1,24,24,151,475,64,487,67,,
"SO","SO11326",16,,,,200,501,78,,,1,34
"SO","SO11332",12,1,37,28,148,505,97,495,78,,
"SO","SO11344",12,1,36,33,150,504,94,506,92,,
"SO","SO11344",16,,,,200,517.7,99,,,1,44
"SO","SO11359",12,1,39,40,145,509,102,518,111,,
"SO","SO11359",16,,,,189,,,,,1,
"SO","SO11360",12,1,32,47,157,497,80,530,123,,
"SO","SO11387",12,1,33,30,143,500,87,499,87,,
"SO","SO11387",16,,,,192,504,82,,,1,36
"SO","SO11393",12,1,44,39,143,517.7,116,515,113,,
"SO","SO11393",16,,,,192,509,88,,,1,39
"SO","SO11407",12,1,36,26,146,504,94,493,72,,
"SO","SO11407",16,,,,195,517.7,99,,,1,44
"SO","SO11415",12,1,36,35,144,504,94,509,97,,
"SO","SO11415",16,,,,193,497,73,,,1,32
"SO","SO11430",12,1,34,28,154,501,89,495,78,,
"SO","SO11442",12,1,35,37,156,502,87,513.3,97,,
"SO","SO11456",12,1,45,37,151,520,117,513.3,103,,
"SO","SO11463",12,1,34,36,149,501,89,511,100,,
"SO","SO11474",12,1,42,31,150,514,109,500,86,,
"SO","SO11474",16,,,,205,,,,,1,
"SO","SO11491",12,1,36,37,144,504,94,513.3,103,,
"SO","SO11491",16,,,,191,506,89,,,1,38
"SO","SO11504",12,1,36,39,154,504,94,515,108,,
"SO","SO11504",16,,,,201,527,108,,,1,48
"SO","SO11520",12,1,24,25,148,475,64,492,69,,
"SO","SO11520",16,,,,190,480,62,,,1,26
"SO","SO11538",12,1,30,25,144,489,79,492,69,,
"SO","SO11553",12,1,41,40,147,512,107,518,111,,
"SO","SO11581",12,1,38,36,147,506,99,511,100,,
"SO","SO11600",16,,,,195,461,45,,,1,19
"SO","SO11613",12,1,46,38,153,522,119,514,106,,
"SO","SO11613",16,,,,191,524,109,,,1,47
"SO","SO11621",12,1,44,39,144,517.7,114,515,108,,
"SO","SO11621",16,,,,192,522,103,,,1,46
"SO","SO11637",12,1,36,37,145,504,94,513.3,103,,
"SO","SO11637",16,,,,193,517.7,99,,,1,44
"SO","SO11649",12,1,37,36,155,505,97,511,100,,
"SO","SO11654",12,1,23,33,158,474,58,506,86,,
"SO","SO11654",16,,,,193,491,71,,,1,31
"SO","SO11665",12,1,35,31,150,502,92,500,86,,
"SO","SO11665",16,,,,199,505,84,,,1,37
"SO","SO11676",12,1,18,,154,458,49,,,,
"SO","SO11676",16,,,,202,,,,,1,
"SO","SO11682",12,1,38,36,148,506,99,511,100,,
"SO","SO11682",16,,,,196,520,101,,,1,45
"SO","SO11717",12,1,25,31,146,476,67,500,86,,
"SO","SO11717",16,,,,195,,,,,1,
"SO","SO11733",16,,,,197,522,103,,,1,46
"SO","SO11740",12,1,31,24,150,491,82,487,67,,
"SO","SO11758",12,1,31,34,152,491,82,508,94,,
"SO","SO11758",16,,,,206,506,85,,,1,38
"SO","SO11772",12,1,34,35,158,501,84,509,92,,
"SO","SO11786",12,1,39,35,151,509,102,509,97,,
"SO","SO11786",16,,,,192,524,105,,,1,47
"SO","SO11794",12,1,41,44,150,512,107,525,122,,
"SO","SO11794",16,,,,190,520,104,,,1,45
"SO","SO11819",12,1,38,37,159,506,94,513.3,97,,
"SO","SO11819",16,,,,194,506,86,,,1,38
"SO","SO11864",12,1,36,30,149,504,94,499,83,,
"SO","SO11870",16,,,,197,537,120,,,1,54
"SO","SO11888",12,1,44,35,148,517.7,114,509,97,,
"SO","SO11888",16,,,,193,529,110,,,1,49
"SO","SO11892",12,1,42,27,159,514,103,494,71,,
"SO","SO11903",12,1,36,38,148,504,94,514,106,,
"SO","SO11903",16,,,,198,505,84,,,1,37
"SO","SO11911",12,1,38,36,139,506,100,511,104,,
"SO","SO11911",16,,,,190,515,100,,,1,43
"SO","SO11924",12,1,44,44,144,517.7,114,525,122,,
"SO","SO11924",16,,,,193,531,114,,,1,51
"SO","SO11952",12,1,41,46,158,512,101,528,121,,
"SO","SO11952",16,,,,194,517.7,99,,,1,44
"SO","SO11967",12,1,30,35,146,489,79,509,97,,
"SO","SO11978",12,1,26,38,146,480,69,514,106,,
"SO","SO11978",16,,,,195,515,97,,,1,43
"SO","SO11980",12,1,43,41,145,515,112,520.3,114,,
"SO","SO11980",16,,,,193,,,,,1,
"SO","SO12000",12,1,26,32,145,480,69,502,89,,
"SO","SO12013",16,,,,196,515,97,,,1,43
"SO","SO12021",12,1,34,23,151,501,89,485,64,,
"SO","SO12021",16,,,,190,505,86,,,1,37
"SO","SO12037",16,,,,201,501,78,,,1,34
"SO","SO12049",12,1,25,24,156,476,63,487,63,,
"SO","SO12049",16,,,,202,482,63,,,1,27
"SO","SO12054",12,1,45,41,152,520,117,520.3,114,,
"SO","SO12065",12,1,48,38,154,527,124,514,106,,
"SO","SO12076",12,1,34,34,145,501,89,508,94,,
"SO","SO12076",16,,,,193,511,90,,,1,40
"SO","SO12082",12,1,40,36,148,511,104,511,100,,
"SO","SO12082",16,,,,194,517.7,99,,,1,44
"SO","SO12098",12,1,27,23,146,482,72,485,64,,
"SO","SO12098",16,,,,195,501,78,,,1,34
"SO","SO12114",12,1,45,43,146,520,117,522,119,,
"SO","SO12122",12,1,34,33,153,501,89,506,92,,
"SO","SO12122",16,,,,204,520,100,,,1,45
"SO","SO12150",12,1,47,30,150,524,122,499,83,,
"SO","SO12150",16,,,,190,531,118,,,1,51
"SO","SO12169",16,,,,195,531,114,,,1,51
"SO","SO12175",12,1,31,33,144,491,82,506,92,,
"SO","SO12175",16,,,,192,515,97,,,1,43
"SO","SO12183",12,1,32,32,158,497,80,502,84,,
"SO","SO12197",12,1,34,32,145,501,89,502,89,,
"SO","SO12197",16,,,,199,502,80,,,1,35
"SO","SO12209",12,1,45,31,157,520,110,500,81,,
"SO","SO12225",12,1,33,34,151,500,87,508,94,,
"SO","SO12240",12,1,31,26,151,491,82,493,72,,
"SO","SO12261",16,,,,199,486,67,,,1,29
"SO","SO12272",12,1,30,34,148,489,79,508,94,,
"SO","SO12272",16,,,,197,504,82,,,1,36
"SO","SO12286",12,1,40,34,148,511,104,508,94,,
"SO","SO12306",12,1,36,38,147,504,94,514,106,,
"SO","SO12306",16,,,,194,511,90,,,1,40
"SO","SO12319",12,1,51,42,146,531,132,521,117,,
"SO","SO12319",16,,,,193,545,123,,,1,55
"SO","SO12327",12,1,21,27,154,467,57,494,75,,
"SO","SO12331",12,1,39,38,151,509,102,514,106,,
"SO","SO12343",16,,,,196,505,84,,,1,37
"SO","SO12355",12,1,40,39,152,511,104,515,108,,
"SO","SO12355",16,,,,192,506,86,,,1,38
"SO","SO12364",12,1,44,38,154,517.7,114,514,106,,
"SO","SO12364",16,,,,195,506,86,,,1,38
"SO","SO12370",12,1,44,37,157,517.7,108,513.3,97,,
"SO","SO12370",16,,,,194,530,112,,,1,50
"SO","SO12392",12,1,44,39,144,517.7,114,515,108,,
"SO","SO12392",16,,,,195,506,86,,,1,38
"SO","SO12434",12,1,35,34,145,502,92,508,94,,
"SO","SO12441",12,1,35,34,144,502,92,508,94,,
"SO","SO12441",16,,,,192,502,80,,,1,35
"SO","SO12457",12,1,53,40,147,534,137,518,111,,
"SO","SO12462",12,1,29,30,144,486,77,499,83,,
"SO","SO12462",16,,,,188,486,68,,,1,29
"SO","SO12473",12,1,37,32,144,505,97,502,89,,
"SO","SO12473",16,,,,192,501,78,,,1,34
"SO","SO12490",12,1,33,43,150,500,87,522,119,,
"SO","SO12490",16,,,,197,511,90,,,1,40
"SO","SO12524",12,1,38,34,146,506,99,508,94,,
"SO","SO12524",16,,,,190,534,122,,,1,53
"SO","SO12539",12,1,32,25,154,497,84,492,69,,
"SO","SO12546",12,1,42,36,146,514,109,511,100,,
"SO","SO12552",12,1,36,30,151,504,94,499,83,,
"SO","SO12552",16,,,,192,512,93,,,1,41
"SO","SO12567",12,1,38,36,151,506,99,511,100,,
"SO","SO12567",16,,,,192,533,116,,,1,52
"SO","SO12578",12,1,39,33,152,509,102,506,92,,
"SO","SO12580",12,1,31,37,154,491,82,513.3,103,,
"SO","SO12595",12,1,40,34,150,511,104,508,94,,
"SO","SO12595",16,,,,191,520,104,,,1,45
"SW","SW20010",12,1,27,28,144,482,72,495,78,,
"SW","SW20010",16,,,,202,480,60,,,1,26
"SW","SW20051",12,1,38,38,153,506,99,514,106,,
"SW","SW20068",12,1,46,41,161,522,113,520.3,107,,
"SW","SW20079",12,1,46,42,156,522,113,521,110,,
"SW","SW20084",12,1,26,24,151,480,69,487,67,,
"SW","SW20096",12,1,30,31,157,489,75,500,81,,
"SW","SW20096",16,,,,203,500,75,,,1,33
"SW","SW20103",12,1,40,33,148,511,104,506,92,,
"SW","SW20111",12,1,42,34,161,514,103,508,89,,
"SW","SW20124",12,1,20,23,149,466,54,485,64,,
"SW","SW20139",12,1,28,28,154,483,74,495,78,,
"SW","SW20146",12,1,36,42,149,504,94,521,117,,
"SW","SW20146",16,,,,201,506,86,,,1,38
"SW","SW20152",12,1,34,35,160,501,84,509,92,,
"SW","SW20167",16,,,,201,512,93,,,1,41
"SW","SW20178",12,1,26,35,144,480,69,509,97,,
"SW","SW20178",16,,,,204,501,76,,,1,34
"SW","SW20180",12,1,31,24,153,491,82,487,67,,
"SW","SW20195",12,1,40,35,148,511,104,509,97,,
"SW","SW20195",16,,,,192,515,97,,,1,43
"SW","SW20207",12,1,34,28,150,501,89,495,78,,
"SW","SW20207",16,,,,204,517.7,97,,,1,44
"SW","SW20215",12,1,25,27,152,476,67,494,75,,
"SW","SW20228",12,1,30,23,144,489,79,485,64,,
"SW","SW20228",16,,,,204,515,95,,,1,43
"SW","SW20230",12,1,24,28,144,475,64,495,78,,
"SW","SW20230",16,,,,198,501,78,,,1,34
"SW","SW20242",12,1,36,26,144,504,94,493,72,,
"SW","SW20256",12,1,35,28,145,502,92,495,78,,
"SW","SW20263",12,1,,23,146,,,485,64,,
"SW","SW20263",16,,,,201,497,73,,,1,32
"SW","SW20274",12,1,40,38,157,511,99,514,99,,
"SW","SW20274",16,,,,202,529,110,,,1,49
"SW","SW20289",12,1,37,29,148,505,97,497,81,,
"SW","SW20291",12,1,40,36,150,511,104,511,100,,
"SW","SW20309",12,1,36,38,144,504,94,514,106,,
"SW","SW20325",12,1,37,26,160,505,91,493,68,,
"SW","SW20333",12,1,41,30,147,512,107,499,83,,
"SW","SW20340",12,1,35,33,163,502,87,506,86,,
"SW","SW20358",12,1,38,36,153,506,99,511,100,,
"SW","SW20372",12,1,35,40,146,502,92,518,111,,
"SW","SW20394",12,1,33,27,148,500,87,494,75,,
"SW","SW20394",16,,,,192,501,78,,,1,34
"SW","SW20419",12,1,35,39,147,502,92,515,108,,
"SW","SW20427",12,1,42,34,154,514,109,508,94,,
"SW","SW20427",16,,,,203,524,105,,,1,47
"SW","SW20431",12,1,49,27,155,529,127,494,75,,
"SW","SW20431",16,,,,192,533,116,,,1,52
"SW","SW20443",12,1,42,33,147,514,109,506,92,,
"SW","SW20455",12,1,,,148,,,,,,
"SW","SW20455",16,,,,203,524,105,,,1,47
"SW","SW20464",12,1,41,37,145,512,107,513.3,103,,
"SW","SW20464",16,,,,197,527,108,,,1,48
"SW","SW20470",12,1,38,42,158,506,94,521,110,,
"SW","SW20492",12,1,38,34,151,506,99,508,94,,
"SW","SW20500",16,,,,195,509,88,,,1,39
"SW","SW20521",12,1,39,41,153,509,102,520.3,114,,
"SW","SW20521",16,,,,206,524,104,,,1,47
"SW","SW20549",12,1,36,37,151,504,94,513.3,103,,
"SW","SW20549",16,,,,204,517.7,97,,,1,44
"SW","SW20554",12,1,28,37,148,483,74,513.3,103,,
"SW","SW20565",12,1,16,18,151,450,,472,50,,
"SW","SW20565",16,,,,206,461,,,,1,19
"SW","SW20576",12,1,42,39,150,514,109,515,108,,
"SW","SW20576",16,,,,198,514,95,,,1,42
"SW","SW20582",12,1,40,35,149,511,104,509,97,,
"SW","SW20598",12,1,38,40,145,506,99,518,111,,
"SW","SW20598",16,,,,199,529,110,,,1,49
"SW","SW20614",12,1,36,38,144,504,94,514,106,,
"SW","SW20614",16,,,,197,522,103,,,1,46
"SW","SW20622",12,1,37,36,147,505,97,511,100,,
"SW","SW20622",16,,,,200,512,93,,,1,41
"SW","SW20636",12,1,33,24,144,500,87,487,67,,
"SW","SW20636",16,,,,193,515,97,,,1,43
"SW","SW20650",12,1,35,31,157,502,87,500,81,,
"SW","SW20669",12,1,25,26,154,476,67,493,72,,
"SW","SW20669",16,,,,206,504,80,,,1,36
"SW","SW20697",12,1,36,33,141,504,95,506,96,,
"SW","SW20708",12,1,41,32,144,512,107,502,89,,
"SW","SW20716",12,1,40,35,144,511,104,509,97,,
"SW","SW20729",12,1,40,34,151,511,104,508,94,,
"SW","SW20729",16,,,,198,515,97,,,1,43
"SW","SW20734",12,1,19,12,144,461,52,453,,,
"SW","SW20741",12,1,28,23,144,483,74,485,64,,
"SW","SW20741",16,,,,202,515,97,,,1,43
"SW","SW20757",12,1,34,23,144,501,89,485,64,,
"SW","SW20757",16,,,,203,514,95,,,1,42
"SW","SW20762",12,1,33,31,156,500,82,500,81,,
"SW","SW20762",16,,,,201,509,88,,,1,39
"SW","SW20773",12,1,41,40,147,512,107,518,111,,
"SW","SW20773",16,,,,199,527,108,,,1,48
"SW","SW20785",12,1,41,36,150,512,107,511,100,,
"SW","SW20790",12,1,45,33,145,520,117,506,92,,
"SW","SW20790",16,,,,198,515,97,,,1,43
"SW","SW20805",12,1,42,35,151,514,109,509,97,,
"SW","SW20805",16,,,,203,520,101,,,1,45
"SW","SW20818",12,1,40,40,144,511,104,518,111,,
"SW","SW20818",16,,,,196,527,108,,,1,48
"SW","SW20826",12,1,41,44,145,512,107,525,122,,
"SW","SW20826",16,,,,207,520,100,,,1,45
"SW","SW20832",12,1,26,20,153,480,69,477,56,,
"SW","SW20844",12,1,29,34,149,486,77,508,94,,
"SW","SW20844",16,,,,200,505,84,,,1,37
"SW","SW20859",12,1,32,28,146,497,84,495,78,,
"SW","SW20859",16,,,,200,500,75,,,1,33
"SW","SW20860",12,1,37,37,148,505,97,513.3,103,,
"SW","SW20860",16,,,,192,515,97,,,1,43
"SW","SW20871",16,,,,196,505,84,,,1,37
"SW","SW20893",12,1,38,34,144,506,99,508,94,,
"SW","SW20893",16,,,,196,514,95,,,1,42
"SW","SW20904",12,1,26,27,144,480,69,494,75,,
"SW","SW20904",16,,,,201,,,,,,
"SW","SW20920",12,1,27,22,146,482,72,481,61,,
"SW","SW20920",16,,,,201,509,88,,,1,39
"SW","SW20938",12,1,38,39,144,506,99,515,108,,
"SW","SW20938",16,,,,199,529,110,,,1,49
"SW","SW20945",12,1,41,38,146,512,107,514,106,,
"SW","SW20945",16,,,,200,527,108,,,1,48
"SW","SW20953",12,1,43,43,149,515,112,522,119,,
"SW","SW20966",12,1,29,35,144,486,77,509,97,,
"SW","SW20966",16,,,,201,506,86,,,1,38
"SW","SW20981",12,1,30,19,143,489,80,475,54,,
"SW","SW20981",16,,,,203,517.7,99,,,1,44
"SW","SW21007",12,1,37,28,145,505,97,495,78,,
"SW","SW21015",12,1,43,28,160,515,106,495,73,,
"SW","SW21028",12,1,29,33,144,486,77,506,92,,
"SW","SW21028",16,,,,202,512,93,,,1,41
"SW","SW21030",12,1,38,42,153,506,99,521,117,,
"SW","SW21030",16,,,,203,520,101,,,1,45
"SW","SW21042",12,1,45,44,146,520,117,525,122,,
"SW","SW21074",12,1,42,32,144,514,109,502,89,,
"SW","SW21089",12,1,30,32,144,489,79,502,89,,
"SW","SW21089",16,,,,203,517.7,99,,,1,44
"SW","SW21157",12,1,23,26,146,474,62,493,72,,
"SW","SW21162",12,1,33,41,144,500,87,520.3,114,,
"SW","SW21162",16,,,,200,517.7,99,,,1,44
"SW","SW21173",12,1,34,32,143,501,90,502,93,,
"SW","SW21185",12,1,38,36,144,506,99,511,100,,
"SW","SW21185",16,,,,199,515,97,,,1,43
"SW","SW21190",12,1,36,,152,504,94,,,,
"SW","SW21202",12,1,35,27,145,502,92,494,75,,
"SW","SW21202",16,,,,197,509,88,,,1,39
"SW","SW21210",12,1,29,36,145,486,77,511,100,,
"SW","SW21210",16,,,,206,515,95,,,1,43
"SW","SW21223",12,1,32,32,146,497,84,502,89,,
"SW","SW21247",12,1,47,28,143,524,124,495,81,,
"SW","SW21247",16,,,,,,,,,1,51
"SW","SW21251",12,1,42,39,145,514,109,515,108,,
"SW","SW21251",16,,,,200,530,112,,,1,50
"SW","SW21268",12,1,39,31,143,509,103,500,90,,
"SW","SW21279",16,,,,204,512,91,,,1,41
"SW","SW21296",12,1,31,43,145,491,82,522,119,,
"SW","SW21296",16,,,,201,505,84,,,1,37
"SW","SW21304",12,1,32,37,144,497,84,513.3,103,,
"SW","SW21320",16,,,,206,529,108,,,1,49
"SW","SW21338",12,1,41,39,146,512,107,515,108,,
"SW","SW21345",12,1,42,35,153,514,109,509,97,,
"SW","SW21345",16,,,,198,509,88,,,1,39
"SW","SW21353",12,1,41,34,146,512,107,508,94,,
"SW","SW21353",16,,,,198,524,105,,,1,47
"SW","SW21366",12,1,47,37,148,524,122,513.3,103,,
"SW","SW21366",16,,,,198,531,114,,,1,51
"SW","SW21377",12,1,36,29,144,504,94,497,81,,
"SW","SW21377",16,,,,197,505,84,,,1,37
"SW","SW21381",12,1,40,35,145,511,104,509,97,,
"SW","SW21381",16,,,,193,520,101,,,1,45
"SW","SW21401",12,1,40,38,144,511,104,514,106,,
"SW","SW21401",16,,,,193,531,114,,,1,51
"SW","SW21414",16,,,,199,486,67,,,1,29
"SW","SW21422",16,,,,202,454,,,,1,17
"SW","SW21436",12,1,35,26,149,502,92,493,72,,
"SW","SW21436",16,,,,182,511,93,,,1,40
"SW","SW21450",12,1,39,,155,509,102,,,,
"SW","SW21450",16,,,,195,529,110,,,1,49
"SW","SW21469",12,1,41,31,148,512,107,500,86,,
"SW","SW21469",16,,,,194,533,116,,,1,52
"SW","SW21483",12,1,41,43,151,512,107,522,119,,
"SW","SW21483",16,,,,193,533,116,,,1,52
"SW","SW21497",12,1,28,,144,483,74,,,,
"SW","SW21526",16,,,,194,533,116,,,1,52
"SW","SW21532",12,1,41,36,145,512,107,511,100,,
"SW","SW21532",16,,,,194,527,108,,,1,48
"SW","SW21544",16,,,,194,530,112,,,1,50
"SW","SW21559",12,1,47,45,156,524,115,526,118,,
"SW","SW21587",12,1,29,30,150,486,77,499,83,,
"SW","SW21587",16,,,,198,497,73,,,1,32
"SW","SW21606",12,1,40,30,150,511,104,499,83,,
"SW","SW21606",16,,,,192,534,118,,,1,53
"SW","SW21619",12,1,40,41,146,511,104,520.3,114,,
"SW","SW21619",16,,,,192,520,101,,,1,45
"SW","SW21627",12,1,38,38,144,506,99,514,106,,
"SW","SW21643",12,1,26,26,150,480,69,493,72,,
"SW","SW21643",16,,,,198,491,71,,,1,31
"SW","SW21655",12,1,37,38,146,505,97,514,106,,
"SW","SW21655",16,,,,192,509,88,,,1,39
"SW","SW21664",16,,,,196,530,112,,,1,50
"SW","SW21670",12,1,40,27,145,511,104,494,75,,
"SW","SW21670",16,,,,192,524,105,,,1,47
"SW","SW21724",12,1,34,36,149,501,89,511,100,,
"SW","SW21724",16,,,,196,514,95,,,1,42
"SW","SW21739",12,1,28,29,154,483,74,497,81,,
"SW","SW21739",16,,,,200,514,95,,,1,42
"SW","SW21746",12,1,30,35,147,489,79,509,97,,
"SW","SW21752",12,1,43,34,153,515,112,508,94,,
"SW","SW21752",16,,,,196,527,108,,,1,48
"SW","SW21778",12,1,44,35,146,517.7,114,509,97,,
"SW","SW21778",16,,,,209,520,100,,,1,45
"SW","SW21780",16,,,,201,514,95,,,1,42
"SW","SW21795",12,1,31,32,145,491,82,502,89,,
"SW","SW21795",16,,,,197,509,88,,,1,39
"SW","SW21800",12,1,39,23,144,509,102,485,64,,
"SW","SW21800",16,,,,198,506,86,,,1,38
"SW","SW21821",12,1,39,38,144,509,102,514,106,,
"SW","SW21898",12,1,46,31,147,522,119,500,86,,
"SW","SW21898",16,,,,197,531,114,,,1,51
"SW","SW21909",12,1,30,36,152,489,79,511,100,,
"SW","SW21909",16,,,,198,501,78,,,1,34
"SW","SW21917",12,1,30,21,144,489,79,478,58,,
"SW","SW21917",16,,,,195,512,93,,,1,41
"SW","SW21925",16,,,,197,515,97,,,1,43
"SW","SW21933",12,1,43,34,145,515,112,508,94,,
"SW","SW21986",12,1,46,31,151,522,119,500,86,,
"SW","SW21986",16,,,,207,,,,,,0
"SW","SW22006",12,1,31,28,141,491,82,495,81,,
"SW","SW22019",12,1,41,42,146,512,107,521,117,,
"SW","SW22019",16,,,,201,527,108,,,1,48
"SW","SW22031",12,1,39,35,145,509,102,509,97,,
"SW","SW22031",16,,,,210,531,112,,,1,51
"SW","SW22043",12,1,34,33,148,501,89,506,92,,
"SW","SW22043",16,,,,202,512,93,,,1,41
"SW","SW22070",12,1,37,32,144,505,97,502,89,,
"SW","SW22128",12,1,39,37,143,509,103,513.3,107,,
"SW","SW22128",16,,,,199,515,97,,,1,43
"SW","SW22142",12,1,32,34,149,497,84,508,94,,
"SW","SW22142",16,,,,193,527,108,,,1,48
"SW","SW22163",12,1,44,34,146,517.7,114,508,94,,
"SW","SW22189",12,1,47,42,157,524,115,521,110,,
"SW","SW22189",16,,,,194,551,127,,,1,57
"SW","SW22191",12,1,35,29,148,502,92,497,81,,
"SW","SW22191",16,,,,207,,,,,1,
"SW","SW22203",12,1,20,9,155,466,54,447,,,
"SW","SW22203",16,,,,194,467,50,,,1,21
"SW","SW22211",12,1,30,27,144,489,79,494,75,,
"SW","SW22224",12,1,33,33,145,500,87,506,92,,
"SW","SW22224",16,,,,193,514,95,,,1,42
"SW","SW22246",16,,,,209,514,93,,,1,42
"SW","SW22252",12,1,42,32,144,514,109,502,89,,
"SW","SW22252",16,,,,206,530,110,,,1,50
"SW","SW22267",12,1,36,37,156,504,89,513.3,97,,
"SW","SW22267",16,,,,200,524,105,,,1,47
"SW","SW22280",12,1,29,28,145,486,77,495,78,,
"SW","SW22280",16,,,,207,502,78,,,1,35
"SW","SW22295",16,,,,196,524,105,,,1,47
"SW","SW22313",12,1,45,34,151,520,117,508,94,,
"SW","SW22313",16,,,,193,522,103,,,1,46
"SW","SW22349",16,,,,194,504,82,,,1,36
"SW","SW22376",12,1,36,,148,504,94,,,,
"SW","SW22376",16,,,,203,,,,,1,
"SW","SW22382",12,1,41,44,146,512,107,525,122,,
"SW","SW22382",16,,,,195,,,,,,
"SW","SW22398",12,1,38,32,144,506,99,502,89,,
"SW","SW22398",16,,,,193,514,95,,,1,42
"SW","SW22402",12,1,36,33,156,504,89,506,86,,
"SW","SW22402",16,,,,193,514,95,,,1,42
"SW","SW22410",12,1,35,35,146,502,92,509,97,,
"SW","SW22410",16,,,,196,509,88,,,1,39
"SW","SW22423",12,1,41,34,149,512,107,508,94,,
"SW","SW22447",12,1,35,35,147,502,92,509,97,,
"SW","SW22447",16,,,,204,,,,,1,
"SW","SW22451",12,1,24,30,147,475,64,499,83,,
"SW","SW22451",16,,,,195,483,65,,,1,28
"SW","SW22468",12,1,41,36,154,512,107,511,100,,
"SW","SW22468",16,,,,195,531,114,,,1,51
"SW","SW22479",12,1,45,36,154,520,117,511,100,,
"SW","SW22484",12,1,38,40,150,506,99,518,111,,
"SW","SW22509",12,1,40,39,156,511,99,515,102,,
"SW","SW22509",16,,,,194,515,97,,,1,43
"SW","SW22517",16,,,,195,522,103,,,1,46
"SW","SW22525",12,1,45,37,155,520,117,513.3,103,,
"SW","SW22533",16,,,,195,530,112,,,1,50
"SW","SW22558",12,1,34,37,155,501,89,513.3,103,,
"SW","SW22558",16,,,,193,512,93,,,1,41
