"center","id","visit","NRIA1A","NRIA1B","NRIA1C","NRIA2A","NRIA2B","NRIA2C","NRIA3","NRIA3A","NRIA3B","NRIA3C","NRIA3D","NRIA4A","NRIA4B","NRIA4C","NRIA4D","NRIA4E","NRIA4F","NRIA5A","NRIA5B","NRIA5C","NRIA5D","NRIA5E","NRIA5F","NRIA6A","NRIA6B","NRIA6C","NRIA6D","NRIA6E","NRIA6F","NRIA7A","NRIA7B","NRIA7C","NRIA7D","NRIA7E","NRIA7F","NRIA8A","NRIA8B","NRIA8C","NRIA8D","NRIA8E","NRIA8F","NRIA9A","NRIA9B","NRIA9C","NRIA9D","NRIA9E","NRIA9F","NRIA10A","NRIA10B","NRIA10C","NRIA10D","NRIA10E","NRIA10F","NRIA11A","NRIA11B","NRIA11C","NRIA11D","NRIA11E","NRIA11F","NRIA12A","NRIA12B","NRIA12C","NRIA12D","NRIA12E","NRIA12F","NRIA13A","NRIA13B","NRIA13C","NRIA13D","NRIA13E","NRIA13F","NRIA14A","NRIA14B","NRIA14C","NRIA14D","NRIA14E","NRIA14F","NRIA15A","NRIA15B","NRIA15C","NRIA15D","NRIA15E","NRIA15F"
"SW","SW21030",16,3,4,1,3,4,1,1,2,3,4,0,,4,,3,,4,,2,,2,,2,,5,,5,,5,,4,,3,,4,,4,,3,,3,,4,,3,,3,,2,,3,,3,,5,,5,,5,,3,,3,,4,,1,,1,,3,,5,,5,,5,,3,,2,,3
"SW","SW21089",16,3,4,0,3,3,1,0,,,,,4,,4,,,,2,,2,,,,5,,5,,,,4,,4,,,,5,,5,,,,5,,5,,,,4,,4,,,,5,,5,,,,4,,2,,,,1,,1,,,,5,,5,,,,5,,4,,,
"SW","SW21162",16,3,3,1,3,2,1,1,1,3,3,1,2,,2,,4,,1,,1,,2,,4,,5,,5,,4,,1,,5,,3,,3,,4,,1,,1,,2,,4,,1,,5,,5,,5,,5,,1,,2,,4,,1,,1,,2,,5,,5,,5,,3,,1,,5,
"SW","SW21185",16,3,4,0,3,4,1,1,1,3,4,1,3,,3,,5,,1,,2,,2,,5,,5,,5,,5,,4,,5,,4,,3,,5,,1,,2,,2,,5,,4,,5,,4,,4,,5,,3,,2,,5,,1,,1,,1,,5,,4,,5,,4,,3,,5,
"SW","SW21202",16,3,4,0,3,4,0,1,2,3,2,0,,4,,2,,3,,1,,3,,5,,4,,2,,2,,4,,1,,2,,4,,2,,2,,2,,4,,5,,5,,1,,2,,4,,1,,2,,3,,2,,2,,1,,4,,5,,5,,2,,2,,2,,1,,2
"SW","SW21210",16,2,4,1,3,4,1,1,2,4,4,1,,4,,4,,4,,2,,1,,1,,5,,5,,5,,5,,5,,5,,5,,4,,4,,1,,2,,1,,5,,5,,5,,5,,5,,5,,4,,4,,5,,2,,2,,1,,5,,5,,5,,5,,5,,5
"SW","SW21247",16,3,4,0,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SW","SW21251",16,3,4,1,3,4,1,0,,,,,2,,2,,,,2,,2,,,,4,,4,,,,5,,3,,,,4,,5,,,,2,,2,,,,4,,4,,,,5,,5,,,,3,,3,,,,2,,2,,,,5,,5,,,,5,,3,,,
"SW","SW21279",16,3,3,0,3,4,0,1,1,4,4,0,2,,2,,4,,3,,2,,2,,5,,4,,5,,4,,5,,5,,5,,5,,5,,3,,2,,2,,5,,3,,3,,5,,5,,5,,2,,2,,5,,3,,2,,2,,5,,5,,5,,5,,5,,3,
"SW","SW21296",16,3,3,1,2,3,1,0,,,,,4,,3,,,,2,,3,,,,5,,4,,,,4,,5,,,,5,,4,,,,2,,3,,,,5,,2,,,,5,,4,,,,4,,2,,,,1,,4,,,,5,,4,,,,2,,2,,,
"SW","SW21320",16,3,4,1,4,4,0,1,1,4,4,0,2,,4,,4,,2,,2,,4,,4,,4,,4,,5,,5,,4,,3,,4,,4,,1,,3,,3,,5,,5,,4,,4,,4,,4,,3,,4,,4,,1,,1,,3,,4,,4,,3,,5,,3,,5,
"SW","SW21345",16,3,2,0,3,3,0,0,,,,,,2,,2,,,,1,,1,,,,2,,2,,,,2,,3,,,,1,,3,,,,1,,1,,,,1,,1,,,,2,,2,,,,2,,2,,,,1,,1,,,,3,,3,,,,1,,1,,
"SW","SW21353",16,3,4,0,3,4,0,1,2,3,3,1,,3,,4,,4,,1,,1,,5,,5,,5,,5,,5,,4,,4,,4,,4,,5,,1,,1,,4,,5,,3,,4,,5,,5,,3,,4,,4,,3,,1,,1,,4,,5,,5,,4,,5,,5,,4
"SW","SW21366",16,3,4,1,3,2,1,0,,,,,2,,1,,,,3,,2,,,,4,,2,,,,5,,2,,,,4,,2,,,,2,,2,,,,5,,1,,,,4,,3,,,,2,,1,,,,2,,2,,,,4,,3,,,,4,,3,,,
"SW","SW21377",16,3,2,0,3,2,0,1,2,3,4,0,,4,,3,,2,,2,,2,,3,,4,,3,,4,,4,,3,,4,,4,,2,,3,,2,,3,,3,,2,,3,,3,,4,,3,,4,,4,,3,,2,,2,,2,,2,,4,,3,,4,,2,,1,,2
"SW","SW21381",16,3,4,1,3,4,1,0,,,,,,4,,2,,,,2,,2,,,,5,,5,,,,4,,4,,,,5,,4,,,,3,,3,,,,2,,2,,,,5,,5,,,,5,,3,,,,2,,2,,,,5,,5,,,,2,,2,,
"SW","SW21401",16,3,4,0,3,4,1,0,,,,,,4,,4,,,,1,,1,,,,4,,4,,,,4,,4,,,,5,,4,,,,2,,1,,,,3,,4,,,,4,,4,,,,5,,4,,,,3,,3,,,,4,,4,,,,3,,4,,
"SW","SW21414",16,3,3,0,5,4,0,1,2,3,4,0,,4,,3,,2,,1,,2,,1,,4,,5,,3,,5,,5,,5,,4,,4,,4,,4,,3,,3,,5,,4,,4,,5,,5,,5,,4,,4,,2,,2,,1,,4,,5,,5,,2,,5,,5,,2
"SW","SW21422",16,4,4,1,3,4,1,1,2,2,4,0,,3,,3,,2,,2,,1,,1,,2,,4,,5,,3,,3,,1,,5,,3,,3,,3,,1,,1,,1,,1,,1,,2,,3,,4,,3,,5,,1,,2,,1,,1,,2,,3,,4,,1,,1,,5
"SW","SW21436",16,3,3,0,3,2,1,1,1,3,3,0,3,,3,,4,,2,,2,,4,,5,,5,,4,,3,,4,,4,,4,,4,,5,,1,,3,,3,,1,,3,,3,,4,,4,,3,,2,,4,,5,,1,,1,,5,,5,,5,,4,,4,,1,,3,
"SW","SW21450",16,3,3,0,3,4,0,0,,,,,,1,,2,,,,3,,3,,,,4,,4,,,,3,,3,,,,4,,4,,,,3,,4,,,,4,,4,,,,4,,4,,,,3,,3,,,,2,,2,,,,4,,4,,,,1,,1,,
"SW","SW21469",16,3,4,1,2,3,1,0,,,,,,3,,3,,,,2,,2,,,,3,,3,,,,4,,3,,,,4,,3,,,,3,,3,,,,3,,2,,,,3,,4,,,,2,,2,,,,2,,1,,,,4,,4,,,,3,,3,,
"SW","SW21483",16,3,4,0,3,4,1,0,,,,,4,,3,,,,1,,2,,,,5,,4,,,,5,,3,,,,5,,4,,,,2,,2,,,,5,,2,,,,5,,4,,,,4,,3,,,,1,,1,,,,5,,5,,,,5,,4,,,
"SW","SW21526",16,3,4,0,3,4,1,0,,,,,5,,3,,,,1,,2,,,,5,,3,,,,5,,4,,,,4,,3,,,,1,,3,,,,4,,3,,,,5,,3,,,,5,,3,,,,1,,3,,,,4,,3,,,,5,,3,,,
"SW","SW21532",16,3,4,1,3,4,1,0,,,,,4,,2,,,,1,,1,,,,5,,5,,,,5,,4,,,,5,,4,,,,1,,1,,,,2,,2,,,,5,,5,,,,5,,3,,,,1,,1,,,,5,,5,,,,2,,2,,,
"SW","SW21544",16,2,4,1,3,4,1,0,,,,,4,,4,,,,2,,3,,,,4,,4,,,,5,,5,,,,5,,4,,,,3,,3,,,,5,,5,,,,4,,4,,,,3,,3,,,,2,,3,,,,4,,4,,,,5,,4,,,
"SW","SW21587",16,3,3,1,3,4,0,0,,,,,3,,3,,,,1,,1,,,,4,,4,,,,4,,3,,,,3,,3,,,,2,,2,,,,4,,3,,,,5,,4,,,,4,,3,,,,1,,1,,,,4,,4,,,,4,,3,,,
"SW","SW21606",16,3,2,0,3,4,0,0,,,,,,4,,4,,,,2,,2,,,,5,,4,,,,4,,5,,,,4,,4,,,,2,,2,,,,3,,4,,,,4,,4,,,,3,,4,,,,1,,2,,,,5,,4,,,,4,,4,,
"SW","SW21619",16,3,4,1,3,4,1,0,,,,,,3,,3,,,,2,,2,,,,,,,,,,3,,4,,,,4,,4,,,,3,,2,,,,1,,2,,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,,1,,2,,
"SW","SW21643",16,3,4,1,3,4,1,0,,,,,4,,2,,,,3,,3,,,,5,,5,,,,4,,2,,,,5,,2,,,,3,,4,,,,5,,3,,,,5,,4,,,,5,,3,,,,3,,1,,,,5,,2,,,,5,,3,,,
"SW","SW21655",16,3,4,0,4,3,0,1,1,3,2,1,2,,3,,4,,1,,1,,1,,4,,3,,4,,4,,3,,5,,3,,3,,4,,2,,3,,2,,4,,3,,4,,4,,4,,5,,3,,3,,4,,1,,2,,1,,4,,3,,4,,4,,3,,4,
"SW","SW21664",16,3,4,1,3,4,1,1,2,3,4,1,,4,,3,,4,,1,,1,,1,,3,,3,,4,,5,,5,,5,,4,,5,,5,,1,,1,,2,,5,,5,,5,,5,,5,,5,,3,,4,,4,,1,,1,,1,,4,,4,,4,,3,,4,,4
"SW","SW21670",16,3,4,1,3,3,0,1,2,3,4,0,,4,,3,,4,,2,,2,,2,,4,,4,,4,,2,,2,,4,,5,,4,,5,,2,,2,,2,,1,,2,,2,,4,,4,,4,,4,,3,,5,,1,,1,,1,,4,,4,,5,,3,,3,,5
"SW","SW21724",16,3,4,1,3,4,1,0,,,,,3,,2,,,,2,,1,,,,3,,2,,,,3,,4,,,,4,,3,,,,3,,3,,,,2,,2,,,,4,,4,,,,4,,4,,,,3,,1,,,,4,,4,,,,2,,3,,,
"SW","SW21739",16,3,4,1,2,4,1,1,1,3,2,0,3,,2,,1,,3,,1,,2,,5,,5,,5,,5,,5,,5,,4,,1,,1,,3,,3,,3,,5,,4,,3,,5,,5,,5,,5,,2,,2,,2,,2,,2,,5,,5,,5,,3,,2,,1,
"SW","SW21752",16,3,4,1,3,4,1,0,,,,,,4,,4,,,,2,,1,,,,4,,4,,,,5,,5,,,,5,,5,,,,3,,2,,,,4,,5,,,,5,,5,,,,3,,4,,,,2,,1,,,,4,,4,,,,5,,5,,
"SW","SW21778",16,3,4,1,4,4,0,0,,,,,4,,3,,,,2,,1,,,,4,,4,,,,5,,4,,,,4,,5,,,,3,,3,,,,5,,4,,,,4,,4,,,,3,,2,,,,1,,1,,,,4,,4,,,,4,,3,,,
"SW","SW21780",16,3,4,1,3,4,0,1,1,3,4,1,4,,3,,4,,2,,1,,3,,5,,4,,3,,5,,3,,4,,4,,2,,4,,1,,2,,1,,4,,2,,3,,5,,3,,4,,4,,2,,4,,1,,2,,1,,4,,3,,4,,4,,2,,4,
"SW","SW21795",16,3,4,0,3,4,0,0,,,,,3,,4,,,,2,,1,,,,4,,3,,,,3,,5,,,,2,,5,,,,3,,4,,,,4,,4,,,,4,,4,,,,2,,3,,,,2,,2,,,,4,,5,,,,3,,5,,,
"SW","SW21800",16,3,4,1,4,4,0,0,,,,,4,,3,,,,1,,1,,,,5,,5,,,,5,,5,,,,5,,3,,,,1,,1,,,,5,,5,,,,5,,5,,,,5,,4,,,,1,,1,,,,5,,5,,,,5,,5,,,
"SW","SW21898",16,3,4,1,3,3,1,0,,,,,,4,,3,,,,1,,2,,,,5,,5,,,,2,,2,,,,5,,4,,,,2,,3,,,,2,,2,,,,5,,5,,,,3,,3,,,,1,,2,,,,5,,4,,,,3,,4,,
"SW","SW21909",16,5,4,0,3,4,1,0,,,,,,4,,3,,,,2,,1,,,,3,,4,,,,2,,4,,,,4,,3,,,,4,,1,,,,3,,4,,,,3,,4,,,,3,,2,,,,4,,1,,,,2,,4,,,,2,,5,,
"SW","SW21917",16,3,4,1,2,4,0,1,1,3,2,0,3,,2,,5,,3,,3,,2,,4,,4,,5,,2,,2,,5,,2,,2,,2,,2,,3,,2,,1,,2,,5,,5,,4,,5,,2,,2,,2,,1,,2,,1,,4,,4,,5,,4,,1,,5,
"SW","SW21925",16,3,4,0,3,4,1,1,2,3,3,1,,4,,3,,4,,1,,1,,1,,5,,3,,5,,5,,2,,5,,5,,3,,5,,5,,3,,5,,5,,1,,1,,5,,4,,5,,5,,1,,5,,1,,3,,1,,5,,4,,5,,5,,3,,3
"SW","SW21986",16,3,4,1,3,4,1,1,1,3,4,1,4,,3,,2,,1,,1,,1,,4,,4,,4,,4,,2,,4,,4,,4,,4,,1,,2,,1,,4,,2,,4,,4,,4,,4,,4,,4,,2,,1,,2,,1,,4,,4,,4,,2,,1,,2,
"SW","SW22019",16,3,4,1,3,4,1,1,1,3,1,0,4,,3,,4,,2,,3,,1,,5,,4,,5,,5,,4,,4,,5,,4,,4,,4,,5,,2,,3,,2,,2,,5,,5,,5,,5,,4,,4,,3,,4,,2,,5,,5,,5,,5,,2,,2,
"SW","SW22031",16,3,4,1,3,4,1,0,,,,,3,,4,,,,1,,4,,,,5,,3,,,,5,,2,,,,5,,4,,,,1,,4,,,,5,,2,,,,5,,4,,,,3,,4,,,,1,,3,,,,5,,3,,,,4,,2,,,
"SW","SW22043",16,3,4,0,4,4,0,0,,,,,4,,4,,,,2,,1,,,,4,,4,,,,4,,4,,,,4,,4,,,,3,,1,,,,4,,3,,,,4,,4,,,,5,,4,,,,3,,1,,,,4,,4,,,,4,,4,,,
"SW","SW22128",16,3,4,0,3,4,0,0,,,,,,4,,4,,,,1,,1,,,,5,,5,,,,5,,5,,,,3,,3,,,,2,,5,,,,4,,5,,,,5,,5,,,,5,,5,,,,2,,3,,,,5,,3,,,,5,,5,,
"SW","SW22142",16,3,4,0,3,4,0,0,,,,,4,,2,,,,2,,1,,,,4,,4,,,,5,,3,,,,4,,5,,,,2,,1,,,,5,,3,,,,4,,3,,,,5,,3,,,,5,,1,,,,4,,3,,,,5,,3,,,
"SW","SW22189",16,3,4,0,3,4,1,0,,,,,4,,4,,,,2,,4,,,,5,,4,,,,5,,5,,,,5,,4,,,,2,,4,,,,5,,4,,,,5,,4,,,,5,,3,,,,2,,4,,,,5,,4,,,,5,,4,,,
"SW","SW22191",16,3,4,1,2,4,1,1,2,3,2,0,,3,,3,,4,,4,,4,,4,,3,,4,,4,,4,,4,,2,,5,,5,,5,,4,,5,,3,,5,,5,,2,,4,,4,,4,,3,,3,,5,,4,,3,,3,,4,,4,,4,,4,,5,,4
"SW","SW22203",16,3,3,1,3,3,1,0,,,,,,2,,1,,,,3,,3,,,,2,,1,,,,2,,1,,,,3,,3,,,,1,,3,,,,5,,5,,,,5,,1,,,,3,,1,,,,1,,1,,,,1,,5,,,,3,,1,,
"SW","SW22224",16,3,4,0,3,4,0,0,,,,,4,,4,,,,1,,1,,,,5,,5,,,,5,,4,,,,5,,5,,,,2,,1,,,,5,,5,,,,5,,5,,,,5,,5,,,,1,,1,,,,5,,5,,,,5,,5,,,
"SW","SW22246",16,3,4,0,3,4,1,1,1,3,4,1,4,,3,,4,,1,,3,,3,,5,,4,,5,,5,,5,,5,,5,,4,,4,,3,,1,,4,,5,,4,,5,,5,,5,,5,,5,,4,,4,,2,,2,,3,,5,,5,,5,,4,,4,,5,
"SW","SW22252",16,4,4,0,3,3,1,1,2,3,3,1,,2,,3,,4,,2,,1,,3,,3,,4,,4,,3,,4,,2,,4,,4,,3,,2,,1,,3,,1,,2,,4,,3,,4,,4,,2,,3,,4,,2,,1,,3,,3,,3,,3,,3,,3,,3
"SW","SW22267",16,3,4,0,3,4,0,0,,,,,,4,,3,,,,3,,1,,,,4,,4,,,,2,,2,,,,5,,3,,,,3,,2,,,,1,,2,,,,4,,4,,,,4,,2,,,,3,,1,,,,4,,4,,,,1,,2,,
"SW","SW22280",16,3,4,0,3,4,0,1,2,3,4,0,,3,,3,,4,,2,,2,,4,,3,,3,,4,,3,,3,,4,,4,,3,,4,,2,,2,,4,,2,,2,,3,,4,,4,,4,,3,,3,,4,,2,,2,,3,,4,,4,,4,,3,,3,,3
"SW","SW22295",16,3,4,1,3,4,1,0,,,,,,4,,3,,,,2,,2,,,,4,,4,,,,3,,2,,,,4,,2,,,,2,,3,,,,5,,2,,,,5,,4,,,,3,,1,,,,2,,2,,,,5,,4,,,,5,,4,,
"SW","SW22313",16,3,4,1,3,4,1,0,,,,,4,,3,,,,2,,2,,,,5,,5,,,,5,,4,,,,5,,4,,,,2,,3,,,,5,,4,,,,5,,5,,,,5,,3,,,,2,,1,,,,5,,5,,,,5,,4,,,
"SW","SW22349",16,3,3,1,3,3,1,1,2,3,1,0,,3,,4,,2,,1,,2,,3,,3,,4,,4,,3,,5,,4,,4,,4,,3,,1,,3,,3,,1,,4,,5,,3,,4,,4,,3,,4,,3,,1,,3,,4,,3,,4,,3,,1,,4,,3
"SW","SW22376",16,3,4,1,4,4,1,1,1,3,4,0,4,,3,,4,,1,,2,,1,,5,,4,,4,,5,,1,,4,,4,,2,,3,,1,,2,,1,,5,,1,,2,,5,,4,,5,,5,,1,,4,,1,,2,,1,,5,,3,,5,,5,,2,,1,
"SW","SW22382",16,3,4,0,3,4,0,1,1,3,4,1,1,,2,,4,,3,,2,,3,,4,,3,,5,,5,,3,,5,,2,,2,,5,,3,,1,,2,,4,,1,,5,,2,,2,,4,,1,,1,,5,,3,,1,,3,,4,,2,,5,,4,,1,,5,
"SW","SW22398",16,3,4,0,3,4,1,0,,,,,,4,,4,,,,1,,1,,,,5,,5,,,,5,,5,,,,5,,5,,,,2,,2,,,,5,,5,,,,5,,5,,,,5,,5,,,,1,,1,,,,5,,5,,,,4,,4,,
"SW","SW22402",16,3,4,1,3,4,0,0,,,,,4,,2,,,,1,,3,,,,5,,5,,,,5,,3,,,,5,,5,,,,3,,5,,,,5,,3,,,,5,,5,,,,5,,3,,,,1,,3,,,,5,,5,,,,3,,2,,,
"SW","SW22410",16,3,4,1,3,4,0,0,,,,,4,,3,,,,1,,1,,,,4,,5,,,,5,,4,,,,5,,4,,,,1,,1,,,,5,,3,,,,4,,4,,,,5,,4,,,,1,,1,,,,5,,5,,,,3,,1,,,
"SW","SW22447",16,3,4,1,4,3,0,1,1,5,4,0,3,,2,,3,,2,,2,,2,,4,,4,,4,,5,,2,,5,,5,,4,,5,,4,,4,,4,,4,,2,,4,,5,,4,,4,,2,,2,,4,,3,,3,,3,,4,,4,,4,,4,,2,,4,
"SW","SW22451",16,3,4,1,3,3,0,1,1,3,3,0,3,,2,,4,,3,,3,,2,,4,,4,,5,,4,,3,,4,,3,,3,,5,,2,,2,,2,,3,,1,,4,,4,,4,,5,,2,,2,,5,,2,,3,,2,,5,,4,,5,,3,,3,,4,
"SW","SW22468",16,3,4,0,3,4,0,0,,,,,,4,,3,,,,2,,1,,,,4,,4,,,,4,,5,,,,4,,3,,,,3,,1,,,,3,,3,,,,4,,4,,,,4,,3,,,,3,,1,,,,4,,4,,,,2,,4,,
"SW","SW22509",16,3,4,0,3,4,0,1,2,3,2,0,,3,,3,,3,,2,,2,,3,,4,,5,,5,,2,,4,,5,,2,,2,,4,,3,,3,,3,,2,,4,,4,,4,,4,,5,,2,,2,,3,,2,,3,,4,,5,,5,,5,,2,,4,,4
"SW","SW22517",16,2,4,0,3,4,1,0,,,,,,3,,4,,,,2,,2,,,,4,,4,,,,2,,2,,,,3,,3,,,,4,,3,,,,4,,4,,,,5,,5,,,,2,,2,,,,2,,2,,,,4,,4,,,,2,,2,,
"SW","SW22533",16,3,4,1,4,4,0,0,,,,,,3,,2,,,,2,,1,,,,5,,5,,,,5,,4,,,,5,,3,,,,3,,2,,,,2,,4,,,,5,,4,,,,4,,3,,,,2,,1,,,,4,,4,,,,2,,4,,
"SW","SW22558",16,3,4,1,2,4,0,0,,,,,,5,,4,,,,1,,3,,,,4,,4,,,,3,,2,,,,5,,4,,,,1,,4,,,,3,,3,,,,5,,5,,,,3,,1,,,,3,,4,,,,5,,4,,,,3,,2,,
"SW","SW22561",16,3,2,1,3,4,0,1,2,3,4,0,,3,,3,,4,,2,,2,,2,,4,,5,,5,,5,,3,,5,,4,,4,,5,,3,,2,,3,,2,,3,,5,,4,,5,,5,,3,,4,,5,,2,,2,,2,,5,,5,,5,,2,,4,,5
"SW","SW22586",16,3,4,0,3,4,0,1,2,3,4,1,,3,,3,,4,,3,,1,,5,,4,,5,,5,,5,,3,,3,,4,,4,,5,,3,,3,,3,,1,,1,,5,,5,,5,,5,,4,,4,,4,,2,,2,,3,,4,,4,,5,,3,,3,,4
"SW","SW22594",16,3,3,1,3,4,1,0,,,,,,3,,2,,,,1,,1,,,,4,,4,,,,4,,3,,,,4,,3,,,,2,,2,,,,3,,1,,,,4,,4,,,,2,,1,,,,1,,1,,,,5,,3,,,,2,,2,,
"SW","SW22605",16,3,4,1,3,4,0,1,1,3,4,0,5,,4,,4,,1,,2,,1,,5,,5,,5,,5,,4,,4,,5,,4,,5,,3,,3,,3,,5,,3,,4,,5,,5,,5,,5,,3,,4,,2,,3,,3,,5,,4,,5,,5,,4,,5,
"SW","SW22626",16,3,4,0,3,3,0,1,1,3,4,0,3,,2,,5,,2,,1,,3,,5,,4,,5,,5,,4,,5,,4,,2,,5,,1,,1,,3,,5,,2,,5,,5,,3,,4,,4,,2,,5,,2,,1,,3,,5,,3,,4,,5,,2,,5,
"SW","SW22644",16,3,2,0,3,2,1,0,,,,,4,,4,,,,1,,2,,,,5,,5,,,,5,,5,,,,4,,4,,,,2,,2,,,,5,,4,,,,5,,5,,,,4,,4,,,,2,,1,,,,5,,5,,,,4,,3,,,
"SW","SW22671",16,3,2,1,3,2,0,1,1,3,2,0,5,,3,,3,,2,,4,,4,,4,,4,,4,,5,,3,,1,,5,,5,,5,,2,,2,,2,,5,,2,,1,,3,,3,,3,,3,,2,,2,,3,,3,,3,,5,,3,,3,,2,,1,,1,
"SW","SW22720",16,3,4,1,3,4,1,0,,,,,4,,3,,,,1,,1,,,,5,,5,,,,5,,3,,,,5,,4,,,,2,,1,,,,4,,2,,,,5,,5,,,,5,,2,,,,1,,1,,,,5,,5,,,,4,,3,,,
"SW","SW22745",16,3,4,0,3,2,0,1,1,3,4,0,3,,3,,3,,1,,2,,3,,4,,4,,5,,5,,4,,5,,2,,4,,5,,1,,4,,3,,5,,3,,5,,5,,5,,5,,5,,4,,5,,1,,3,,1,,5,,5,,5,,5,,4,,5,
"SW","SW22753",16,4,4,0,3,4,0,1,2,4,4,0,,3,,3,,5,,1,,1,,2,,5,,5,,5,,5,,5,,2,,5,,5,,5,,1,,1,,3,,5,,5,,4,,5,,3,,4,,5,,4,,5,,1,,3,,2,,5,,5,,5,,5,,4,,5
"SW","SW22766",16,3,4,0,4,4,0,1,1,3,3,1,3,,2,,3,,3,,1,,5,,4,,4,,3,,5,,2,,2,,3,,2,,4,,2,,1,,4,,3,,1,,1,,4,,4,,3,,2,,1,,1,,2,,1,,4,,5,,4,,4,,2,,1,,1,
"SW","SW22781",16,3,4,0,3,4,0,0,,,,,3,,2,,,,1,,1,,,,3,,3,,,,2,,2,,,,4,,2,,,,3,,1,,,,4,,1,,,,4,,1,,,,5,,2,,,,2,,2,,,,4,,2,,,,4,,1,,,
"SW","SW22799",16,3,4,1,3,4,0,1,1,4,4,0,3,,4,,5,,1,,1,,3,,5,,5,,4,,5,,5,,5,,5,,5,,5,,2,,3,,3,,5,,5,,4,,5,,5,,4,,3,,4,,5,,1,,2,,4,,5,,5,,4,,5,,5,,5,
"SW","SW22850",16,2,3,1,4,3,1,0,,,,,,4,,4,,,,3,,1,,,,3,,5,,,,2,,5,,,,3,,3,,,,3,,3,,,,1,,4,,,,2,,4,,,,2,,2,,,,2,,1,,,,2,,4,,,,2,,3,,
"SW","SW22869",16,3,3,1,4,4,0,1,1,3,3,1,4,,4,,2,,4,,5,,2,,4,,5,,4,,4,,5,,5,,2,,4,,3,,5,,5,,4,,5,,5,,2,,4,,5,,5,,3,,5,,5,,4,,5,,4,,4,,4,,4,,4,,5,,4,
"SW","SW22875",16,3,4,1,3,4,1,1,1,3,2,1,4,,2,,3,,3,,2,,2,,4,,4,,4,,5,,3,,4,,4,,3,,4,,2,,3,,1,,5,,4,,5,,4,,3,,4,,3,,2,,1,,3,,3,,2,,4,,3,,5,,2,,3,,3,
"SW","SW22883",16,3,4,0,4,4,0,0,,,,,,3,,4,,,,4,,1,,,,4,,5,,,,3,,5,,,,3,,3,,,,4,,1,,,,3,,3,,,,3,,4,,,,3,,4,,,,4,,1,,,,5,,5,,,,5,,4,,
"SW","SW22897",16,3,4,1,3,3,1,0,,,,,,2,,1,,,,1,,1,,,,4,,5,,,,4,,4,,,,5,,4,,,,2,,1,,,,3,,2,,,,4,,4,,,,3,,2,,,,1,,2,,,,4,,4,,,,3,,3,,
"SW","SW22962",16,3,4,0,2,4,1,0,,,,,3,,4,,,,3,,3,,,,5,,3,,,,4,,3,,,,4,,3,,,,3,,4,,,,3,,3,,,,4,,4,,,,2,,3,,,,2,,4,,,,5,,3,,,,4,,3,,,
"SW","SW22973",16,3,4,1,3,4,0,0,,,,,,3,,3,,,,1,,1,,,,4,,5,,,,3,,4,,,,4,,5,,,,4,,1,,,,1,,4,,,,3,,4,,,,3,,4,,,,1,,1,,,,4,,5,,,,1,,5,,
"SW","SW22985",16,2,4,0,3,4,1,0,,,,,3,,2,,,,2,,2,,,,5,,4,,,,2,,1,,,,4,,2,,,,2,,2,,,,2,,1,,,,5,,5,,,,3,,1,,,,2,,2,,,,5,,4,,,,2,,1,,,
"SW","SW22990",16,3,4,1,3,4,1,1,1,3,3,0,4,,3,,4,,3,,2,,3,,4,,4,,5,,4,,3,,5,,3,,3,,5,,2,,2,,4,,4,,3,,5,,4,,4,,5,,3,,3,,4,,1,,1,,4,,4,,4,,5,,4,,3,,5,
"SW","SW23008",16,3,4,0,3,3,0,0,,,,,,1,,2,,,,3,,2,,,,1,,4,,,,3,,4,,,,2,,3,,,,5,,2,,,,2,,3,,,,2,,3,,,,2,,3,,,,4,,2,,,,2,,4,,,,3,,4,,
"SW","SW23029",16,3,4,0,3,4,1,0,,,,,2,,4,,,,2,,2,,,,5,,4,,,,5,,3,,,,3,,3,,,,4,,5,,,,3,,1,,,,5,,5,,,,3,,2,,,,2,,3,,,,5,,4,,,,5,,3,,,
"SW","SW23057",16,3,4,0,3,4,0,0,,,,,,4,,2,,,,1,,2,,,,5,,3,,,,5,,2,,,,5,,3,,,,3,,1,,,,5,,3,,,,5,,4,,,,4,,3,,,,1,,1,,,,5,,4,,,,3,,3,,
"SW","SW23062",16,3,4,1,3,3,1,0,,,,,,3,,2,,,,2,,3,,,,4,,3,,,,5,,3,,,,5,,2,,,,2,,2,,,,5,,3,,,,4,,3,,,,5,,3,,,,3,,3,,,,5,,3,,,,4,,2,,
"SW","SW23073",16,,,,,,,1,1,3,4,0,,,,,4,,,,,,5,,,,,,5,,,,,,3,,,,,,3,,,,,,4,,,,,,3,,,,,,4,,,,,,2,,,,,,4,,,,,,4,,,,,,4,
"SW","SW23085",16,3,4,1,3,4,1,0,,,,,3,,2,,,,1,,2,,,,5,,4,,,,5,,3,,,,4,,3,,,,2,,2,,,,5,,3,,,,5,,3,,,,4,,3,,,,1,,2,,,,5,,4,,,,2,,2,,,
"SW","SW23090",16,3,4,1,3,4,1,0,,,,,3,,2,,,,2,,2,,,,5,,4,,,,5,,2,,,,5,,2,,,,2,,3,,,,4,,2,,,,5,,3,,,,3,,2,,,,1,,2,,,,5,,3,,,,4,,3,,,
