"id","visit","center","ssa1","ssa2","ssa3","ssa4","ssa5","ssa6","ssa7","ssa8","ssa9","ssa9a","ssa9b","ssa9c","ssa9d","ssa9e","ssa10","ssa10a","ssa10b","ssa10c","ssa10d","ssa10e","ssa11","ssa12"
"MW00638",8,"MW",1,1,1,4,4,5,5,4,0,,,,,,0,,,,,,"===",5/15/2000
"MW00677",8,"MW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"===",11/15/2001
"MW00718",8,"MW",1,1,1,5,5,5,5,4,1,3,0,0,0,,1,1,0,0,0,,"===",5/15/2000
"MW00718",10,"MW",1,1,2,3,4,5,2,4,0,,,,,,0,,,,,,"===",3/15/2003
"MW00856",8,"MW",1,1,3,5,2,2,3,3,0,,,,,,0,,,,,,"===",4/15/2000
"MW00863",10,"MW",1,1,1,4,5,5,5,4,0,,,,,,0,,,,,,"===",2/15/2003
"MW00874",10,"MW",3,2,2,1,4,3,2,4,0,,,,,,0,,,,,,"===",4/15/2004
"MW00889",8,"MW",1,1,3,4,4,4,4,4,0,,,,,,0,,,,,,"===",10/15/2001
"MW00889",10,"MW",4,5,3,5,5,3,5,4,0,,,,,,0,,,,,,"===",9/15/2002
"MW00891",8,"MW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"===",5/15/2000
"MW00902",8,"MW",2,2,4,5,4,3,1,2,1,0,0,2,0,,1,0,0,2,0,,"===",2/15/2003
"MW00947",8,"MW",1,1,1,5,5,5,1,5,0,,,,,,0,,,,,,"===",4/15/2001
"MW00968",8,"MW",2,2,3,3,4,4,3,4,1,0,0,4,0,,1,2,0,0,1,"A TEACHER'S VAN WAS STOLEN","===",5/15/2000
"MW00968",10,"MW",3,2,2,4,5,5,5,4,0,,,,,,0,,,,,,"===",7/15/2003
"MW00979",8,"MW",1,2,2,5,5,5,3,5,0,,,,,,1,1,0,0,0,,"===",6/15/2004
"MW01017",10,"MW",1,1,2,2,1,1,2,2,1,0,0,0,9,"STUDENTS FIGHTING W/EACH OTHER, NO WEAPONS INVOLVED",1,0,0,0,1,"MINIMAL CAR DAMAGE IN PARKING LOT/DEFACING W/KEY","===",2/15/2003
"MW01033",8,"MW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"===",5/15/2000
"MW01061",8,"MW",1,1,3,3,5,5,3,4,0,,,,,,0,,,,,,"===",12/15/2002
"MW01086",8,"MW",3,3,4,1,4,4,3,3,0,,,,,,0,,,,,,"===",10/15/2001
"MW01094",10,"MW",3,3,5,1,2,2,1,1,1,0,0,99,0,,1,0,0,0,1,"2 CARS HAVE BEEN VANDALIZED W/GREAT DAMAGE","===",2/15/2003
"MW01126",8,"MW",1,1,,4,5,5,3,3,0,,,,,,0,,,,,,"===",5/15/2002
"MW01126",10,"MW",1,1,1,4,5,5,3,3,1,0,0,3,0,,0,,,,,,"===",2/15/2005
"MW01144",8,"MW",2,2,5,1,3,2,1,3,0,,,,,,1,0,0,1,0,,"===",3/15/2001
"MW01160",8,"MW",1,1,1,5,5,5,4,5,0,,,,,,1,2,0,0,0,,"===",4/15/2001
"MW01193",8,"MW",2,2,2,5,5,3,3,3,1,1,0,0,0,,1,1,0,0,0,,"===",10/15/2001
"MW01249",8,"MW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"===",3/15/2001
"MW01254",8,"MW",3,2,3,3,5,5,3,3,0,,,,,,1,0,0,1,0,,"===",6/15/2000
"MW01254",10,"MW",1,1,1,5,5,4,4,5,0,,,,,,0,,,,,,"===",2/15/2003
"MW01276",8,"MW",3,3,5,5,4,1,1,1,1,1,0,6,0,,1,1,0,0,0,,"===",10/15/2001
"MW01276",10,"MW",2,3,4,1,5,3,1,5,0,,,,,,0,,,,,,"===",2/15/2003
"MW01323",8,"MW",1,1,2,1,3,4,1,2,1,1,0,1,0,,1,3,0,0,0,,"===",3/15/2001
"MW01323",10,"MW",1,1,1,5,5,5,1,5,0,,,,,,0,,,,,,"===",2/15/2003
"MW01396",8,"MW",2,2,1,4,5,5,2,4,0,,,,,,0,,,,,,"===",3/15/2001
"MW01396",10,"MW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"===",5/15/2003
"MW01404",10,"MW",1,1,2,4,5,5,5,5,1,0,0,0,1,"CONFRONTATION ON PLAYGROUND",0,,,,,,"===",2/15/2004
"MW01420",8,"MW",2,3,,1,3,5,1,2,1,0,0,1,0,,0,,,,,,"===",10/15/2001
"MW01466",8,"MW",1,1,3,2,5,5,4,5,0,,,,,,0,,,,,,"===",6/15/2000
"MW01481",10,"MW",4,4,5,1,3,3,1,1,1,0,0,1,1,"(2) RAPE/MOLESTATION BY ONE STUDENT",0,,,,,,"===",8/15/2003
"MW01528",8,"MW",4,4,5,1,4,5,1,1,1,10,0,15,0,,1,12,0,8,0,,"===",4/15/2001
"MW01542",8,"MW",3,3,5,5,2,3,4,1,1,1,0,0,0,,1,1,0,0,0,,"===",10/15/2001
"MW01542",10,"MW",1,1,3,2,5,4,4,3,0,,,,,,0,,,,,,"===",3/15/2003
"MW01574",10,"MW",4,3,4,3,3,,4,2,1,0,0,1,0,,1,2,0,2,0,,"===",2/15/2003
"MW01591",8,"MW",3,2,4,3,5,5,2,4,1,0,0,3,0,,0,,,,,,"===",10/15/2001
"MW01591",10,"MW",3,3,5,1,5,5,1,4,0,,,,,,1,0,0,1,0,,"===",9/15/2003
"MW01629",8,"MW",1,1,2,5,5,5,4,5,0,,,,,,0,,,,,,"===",10/15/2001
"MW01690",10,"MW",2,1,1,5,4,4,3,4,0,,,,,,0,,,,,,"===",2/15/2003
"MW01722",10,"MW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"===",2/15/2003
"MW01750",10,"MW",1,1,3,3,5,5,4,5,0,,,,,,0,,,,,,"===",5/15/2006
"MW01775",8,"MW",1,1,1,5,5,5,3,5,0,,,,,,1,1,0,0,0,,"===",4/15/2001
"MW01775",10,"MW",1,1,1,4,5,5,4,4,0,,,,,,0,,,,,,"===",2/15/2003
"MW01824",10,"MW",1,1,1,4,5,5,5,5,0,,,,,,0,,,,,,"===",2/15/2003
"MW01846",8,"MW",2,1,4,3,5,2,4,2,1,5,0,0,0,,1,5,0,0,0,,"===",3/15/2001
"MW01867",8,"MW",3,3,3,3,3,4,3,3,1,0,0,3,0,,1,1,0,0,0,,"===",3/15/2003
"MW01927",8,"MW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"===",5/15/2000
"MW01970",8,"MW",1,2,2,3,4,5,4,3,1,1,0,0,0,,1,1,0,0,0,,"===",3/15/2001
"MW01970",10,"MW",2,2,2,4,3,5,3,2,0,,,,,,0,,,,,,"===",2/15/2003
"MW02008",8,"MW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"===",4/15/2001
"MW02034",8,"MW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"===",3/15/2001
"MW02073",10,"MW",2,2,3,1,5,5,1,3,1,0,0,3,0,,1,4,0,4,0,,"===",4/15/2005
"MW02090",8,"MW",2,2,2,4,5,5,4,5,0,,,,,,0,,,,,,"===",4/15/2001
"MW02125",10,"MW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"===",6/15/2002
"MW02140",8,"MW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"===",9/15/2001
"MW02158",8,"MW",2,2,3,1,5,5,1,2,0,,,,,,0,,,,,,"===",10/15/2001
"MW02158",10,"MW",1,1,2,3,5,5,1,2,0,,,,,,0,,,,,,"===",2/15/2003
"MW02172",8,"MW",1,1,1,5,5,5,5,4,0,,,,,,0,,,,,,"===",10/15/2001
"MW02222",10,"MW",2,2,1,4,5,4,1,5,1,2,0,3,0,,1,0,0,3,0,,"===",2/15/2003
"MW02236",8,"MW",1,2,5,2,5,4,2,2,1,1,0,1,0,,1,3,0,1,0,,"===",11/15/2001
"MW02248",10,"MW",2,2,2,3,3,4,1,2,1,1,0,1,0,,1,1,0,0,0,,"===",3/15/2004
"MW02269",8,"MW",3,3,4,4,2,1,4,3,1,3,0,0,0,,1,3,0,0,0,,"===",7/15/2001
"MW02367",8,"MW",1,1,2,3,4,4,4,3,0,,,,,,0,,,,,,"===",9/15/2001
"MW02378",8,"MW",2,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"===",9/15/2001
"MW02465",8,"MW",2,2,2,4,5,5,1,4,0,,,,,,0,,,,,,"===",9/15/2001
"MW02465",10,"MW",1,2,4,1,5,2,4,4,0,,,,,,0,,,,,,"===",4/15/2004
"MW02476",8,"MW",2,2,3,4,5,5,4,4,0,,,,,,0,,,,,,"===",2/15/2003
"MW02531",8,"MW",3,4,5,1,3,3,1,1,1,0,0,1,0,,1,10,0,0,0,,"===",10/15/2001
"MW02543",8,"MW",1,1,3,4,5,5,3,3,1,1,0,1,0,,1,1,0,1,0,,"===",10/15/2001
"MW02570",8,"MW",2,2,2,2,5,3,2,5,0,,,,,,0,,,,,,"===",10/15/2001
"MW02588",8,"MW",1,1,1,4,5,4,3,5,0,,,,,,0,,,,,,"===",3/15/2001
"MW02588",10,"MW",1,1,1,5,5,5,4,5,0,,,,,,1,1,0,0,0,,"===",8/15/2003
"MW02592",10,"MW",2,2,3,3,5,4,3,4,1,3,0,0,0,,1,3,0,0,0,,"===",3/15/2003
"MW02615",10,"MW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"===",6/15/2004
"MW02663",8,"MW",2,2,4,1,,3,2,1,0,,,,,,0,,,,,,"===",3/15/2001
"MW02674",8,"MW",2,2,4,5,5,5,3,3,1,1,0,1,2,"GANG-RELATED NONSENSE",0,,,,,,"===",10/15/2001
"MW02674",10,"MW",3,1,4,2,4,5,4,4,0,,,,,,1,3,0,0,0,,"===",2/15/2003
"MW02689",8,"MW",4,3,3,,4,4,1,3,1,0,0,1,0,,0,,,,,,"===",4/15/2001
"MW02702",8,"MW",2,1,3,3,5,5,4,4,0,,,,,,1,1,0,1,0,,"===",10/15/2001
"MW02710",10,"MW",1,1,1,4,4,5,4,3,0,,,,,,0,,,,,,"===",9/15/2003
"MW02723",8,"MW",1,1,3,3,4,5,4,4,0,,,,,,0,,,,,,"===",9/15/2001
"MW02723",10,"MW",1,2,4,3,5,5,4,4,0,,,,,,0,,,,,,"===",2/15/2003
"MW02747",8,"MW",1,1,1,3,5,5,4,3,0,,,,,,0,,,,,,"===",9/15/2001
"MW02751",10,"MW",5,3,5,1,3,3,2,1,0,,,,,,0,,,,,,"===",4/15/2004
"MW02784",8,"MW",2,3,3,1,4,4,1,1,1,3,0,0,0,,0,,,,,,"===",9/15/2001
"MW02784",10,"MW",4,2,5,1,4,4,1,1,0,,,,,,0,,,,,,"===",10/15/2004
"MW02804",10,"MW",2,2,2,4,4,5,3,4,0,,,,,,1,0,0,0,1,"AUTO PROPERTY DAMAGE","===",6/15/2004
"MW02812",10,"MW",1,1,1,3,5,5,5,4,0,,,,,,0,,,,,,"===",6/15/2003
"MW02853",8,"MW",2,2,4,1,3,4,2,2,0,,,,,,0,,,,,,"===",2/15/2003
"MW02853",10,"MW",2,2,2,3,5,4,3,4,0,,,,,,0,,,,,,"===",3/15/2005
"MW02881",8,"MW",2,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"===",4/15/2002
"MW02881",10,"MW",2,1,2,4,5,5,4,5,0,,,,,,0,,,,,,"===",9/15/2004
"MW02899",10,"MW",1,1,1,4,4,4,2,4,0,,,,,,1,2,0,0,0,,"===",2/15/2003
"MW02926",8,"MW",4,4,3,2,2,4,5,1,,,,,,"======================================================",,,,,,"=====================================================","===",2/15/2002
"MW02932",8,"MW",3,3,3,3,5,5,3,3,0,,,,,,0,,,,,,"===",4/15/2001
"MW02959",8,"MW",1,2,2,4,5,5,4,4,0,,,,,,0,,,,,,"===",6/15/2003
"MW02959",10,"MW",5,5,5,4,3,4,1,1,1,,,,,"======================================================",1,,,,,"=====================================================","MY",5/15/2005
"MW02960",10,"MW",5,5,5,4,3,4,1,1,1,,,,,"======================================================",1,,,,,"=====================================================","MY",5/15/2005
"MW02971",8,"MW",1,1,5,1,4,4,2,2,0,,,,,,0,,,,,,"===",9/15/2001
"MW02987",10,"MW",4,4,1,1,1,1,1,1,1,0,0,3,0,,1,0,0,3,0,,"===",6/15/2004
"MW02993",8,"MW",3,3,4,2,4,3,1,1,1,1,0,1,0,,1,1,0,1,0,,"===",6/15/2002
"MW03026",8,"MW",4,4,5,1,3,2,2,2,1,0,0,0,,"STUDENTS FIGHTING AFTER SCHOOL",1,1,0,1,0,,"===",2/15/2002
"MW03026",10,"MW",5,4,4,3,5,3,1,2,1,1,0,99,0,,1,1,0,0,0,,"===",4/15/2004
"MW03032",10,"MW",1,1,3,3,3,3,3,3,1,5,0,1,0,,1,0,0,1,0,,"===",5/15/2004
"MW03044",8,"MW",1,1,1,3,5,5,4,5,0,,,,,,0,,,,,,"===",6/15/2003
"MW03044",10,"MW",2,1,2,3,5,5,3,5,0,,,,,,0,,,,,,"===",9/15/2004
"MW03071",8,"MW",1,1,1,4,5,5,4,4,0,,,,,,1,2,0,0,0,,"===",9/15/2001
"MW03093",10,"MW",1,1,3,2,4,3,1,1,0,,,,,,0,,,,,,"===",3/15/2004
"MW03127",8,"MW",3,2,3,3,5,5,1,3,0,,,,,,1,4,0,0,0,,"===",2/15/2003
"MW03155",10,"MW",1,1,1,4,4,4,5,4,0,,,,,,0,,,,,,"===",7/15/2005
"MW03188",8,"MW",2,1,3,3,5,5,2,3,1,0,0,0,1,"FIST FIGHTS",1,0,0,1,0,,"===",3/15/2003
"MW03188",10,"MW",2,2,2,5,5,4,,4,0,,,,,,0,,,,,,"===",3/15/2005
"MW03204",8,"MW",2,2,2,,4,5,5,5,0,,,,,,0,,,,,,"===",9/15/2004
"MW03212",8,"MW",1,1,1,3,4,4,5,4,0,,,,,,0,,,,,,"===",6/15/2004
"MW03220",8,"MW",2,2,2,4,5,5,4,5,0,,,,,,0,,,,,,"===",2/15/2003
"MW03220",10,"MW",2,2,2,5,5,5,4,4,0,,,,,,0,,,,,,"===",11/15/2004
"MW03238",8,"MW",2,2,3,4,4,5,4,4,1,0,0,0,1,"HATE CRIME",0,,,,,,"===",9/15/2004
"MW03266",8,"MW",2,2,2,5,5,5,4,5,0,,,,,,0,,,,,,"===",11/15/2002
"NW30020",8,"NW",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"ELN",4/15/1997
"NW30053",8,"NW",1,1,1,4,5,5,4,5,0,,,,,,1,,,,1,"CAR BREAK INS IN PARKING LOT(NOT BY SCHOOL CHILDREN)","ACO",7/15/1997
"NW30077",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"ELN",1/15/1997
"NW30081",8,"NW",2,1,3,5,5,5,3,4,0,,,,,,1,1,0,0,0,,"AJS",1/15/1998
"NW30099",8,"NW",1,1,2,5,5,5,5,5,0,,,,,,0,,,,,,"PJV",12/15/1996
"NW30113",8,"NW",2,2,3,4,5,4,1,4,0,,,,,,0,,,,,,"CRH",6/15/1999
"NW30121",8,"NW",2,1,2,4,5,5,3,5,1,1,0,0,0,,1,2,0,0,0,,"AJS",11/15/1997
"NW30137",8,"NW",1,1,2,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW30182",8,"NW",3,3,4,5,5,5,2,3,0,,,,,,0,,,,,,"ACO",3/15/1998
"NW30205",8,"NW",1,1,1,5,5,5,3,4,0,,,,,,0,,,,,,"PJV",5/15/1997
"NW30218",8,"NW",2,2,3,2,3,4,2,2,0,,,,,,0,,,,,,"SRH",1/15/2000
"NW30226",8,"NW",4,3,2,5,5,4,1,4,0,,,,,,0,,,,,,"PJV",5/15/1997
"NW30232",8,"NW",2,2,2,4,5,5,3,4,1,5,0,0,15,"HARRASSMENT",1,5,0,0,1,"HARRASSMENT (PARENT) (OCCURRED 3 TIMES, BUT THE","CLL",2/15/2000
"NW30244",8,"NW",2,2,2,5,5,5,4,5,1,3,0,0,0,,1,0,0,0,1,"CAR BREAK IN","PJV",5/15/1997
"NW30259",8,"NW",1,1,2,5,5,5,4,5,0,,,,,,0,,,,,,"CRH",3/15/1999
"NW30260",8,"NW",3,2,4,1,3,4,1,2,0,,,,,,1,0,0,10,0,"=====================================================","PJV",5/15/1997
"NW30271",8,"NW",3,3,2,2,4,4,1,4,0,,,,,,0,,,,,,"ACO",11/15/1997
"NW30287",8,"NW",2,1,1,5,5,5,4,4,0,,,,,,0,,,,,,"PJV",5/15/1997
"NW30293",8,"NW",1,1,4,,5,5,2,5,1,0,0,0,,"ABUSE BY FAMILY MEMBERS",0,,,,,,"ELN",10/15/1996
"NW30307",8,"NW",,,,,,,,,,,,,,"======================================================",,,,,,"=====================================================","DLW",11/15/1998
"NW30315",8,"NW",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW30330",8,"NW",2,1,2,4,5,5,4,4,0,,,,,,0,,,,,,"ELN",7/15/1996
"NW30363",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"AJS",2/15/1998
"NW30374",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"ELN",7/15/1996
"NW30389",8,"NW",1,1,3,4,5,5,4,5,0,,,,,,0,,,,,,"DLW",2/15/1999
"NW30391",8,"NW",1,1,1,5,5,5,4,4,0,,,,,,0,,,,,,"ELN",2/15/1997
"NW30409",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"PJV",1/15/1997
"NW30417",8,"NW",3,2,2,4,5,5,4,4,0,,,,,,1,1,0,0,0,,"ACO",10/15/1997
"NW30425",8,"NW",2,1,3,4,4,5,4,4,0,,,,,,0,,,,,,"AJS",1/15/1998
"NW30433",8,"NW",2,2,2,4,5,5,4,4,0,,,,,,1,1,0,0,0,,"DLW",3/15/1998
"NW30440",8,"NW",2,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"PJV",5/15/1997
"NW30458",8,"NW",,,,,,,,,,,,,,"======================================================",,,,,,"=====================================================","ELN",6/15/1996
"NW30461",8,"NW",2,1,2,4,5,4,4,5,0,,,,,,0,,,,,,"SRH",3/15/2000
"NW30472",8,"NW",2,1,3,4,4,4,2,4,0,,,,,,0,,,,,,"AJS",11/15/1997
"NW30486",8,"NW",5,4,4,2,5,4,1,1,0,,,,,,1,0,1,0,0,,"PJV",4/15/1997
"NW30494",8,"NW",1,1,2,5,5,5,4,5,0,,,,,,0,,,,,,"CLL",1/15/2000
"NW30502",8,"NW",2,1,3,1,4,5,4,4,0,,,,,,0,,,,,,"AJS",6/15/1998
"NW30523",8,"NW",3,3,3,3,4,4,3,2,0,,,,,,0,,,,,,"CRH",1/15/1999
"NW30535",8,"NW",2,2,2,4,5,5,3,4,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW30568",8,"NW",3,3,3,3,3,3,2,2,1,4,0,0,10,"THREATS",1,2,0,0,0,,"ELN",10/15/1996
"NW30579",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"ACO",10/15/1997
"NW30584",8,"NW",2,2,3,3,1,1,5,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW30603",8,"NW",1,1,1,4,5,5,5,5,0,,,,,,0,,,,,,"DLW",2/15/1999
"NW30611",8,"NW",3,3,3,4,3,4,1,2,1,0,0,4,0,,1,0,0,2,0,,"DLW",1/15/1999
"NW30624",8,"NW",3,4,5,1,3,3,1,2,0,,,,,,1,1,0,0,0,,"AJS",3/15/1998
"NW30639",8,"NW",1,1,1,5,5,5,1,5,0,,,,,,0,,,,,,"CLL",4/15/2000
"NW30652",8,"NW",1,1,2,5,5,5,4,5,0,,,,,,1,1,0,0,0,,"ELN",3/15/1997
"NW30667",8,"NW",2,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW30678",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"ACO",1/15/1998
"NW30680",8,"NW",2,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW30695",8,"NW",2,1,1,4,5,5,4,5,0,,,,,,1,1,0,0,0,,"PJV",2/15/1997
"NW30706",8,"NW",3,3,3,3,4,4,1,3,1,50,0,25,0,,1,3,0,1,0,,"CRH",6/15/1999
"NW30727",8,"NW",2,2,2,4,4,4,3,3,0,,,,,,0,,,,,,"AJS",2/15/1998
"NW30731",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",4/15/2000
"NW30743",8,"NW",1,1,1,5,5,5,2,5,1,0,0,0,1,"CHILD KIDNAPPED BUT GOT AWAY",0,,,,,,"ELN",4/15/1997
"NW30764",8,"NW",1,2,2,5,4,5,3,4,1,0,0,0,1,"MINOR EXPLOSIVES BROUGHT TO SCHOOL.",0,,,,,,"PJV",6/15/1997
"NW30770",8,"NW",2,2,2,4,4,4,4,4,0,,,,,,0,,,,,,"CRH",1/15/1999
"NW30788",8,"NW",2,2,4,2,4,4,3,2,0,,,,,,1,3,0,0,0,,"ACO",3/15/1998
"NW30808",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"DLW",2/15/1999
"NW30816",8,"NW",1,1,1,5,4,5,5,4,0,,,,,,0,,,,,,"CRH",11/15/1998
"NW30829",8,"NW",3,2,4,5,5,5,3,5,0,,,,,,0,,,,,,"SRH",6/15/2000
"NW30834",8,"NW",2,1,5,1,5,5,4,4,0,,,,,,0,,,,,,"PJV",4/15/1997
"NW30862",8,"NW",1,1,1,4,5,5,4,5,0,,,,,,0,,,,,,"CLL",11/15/1999
"NW30873",8,"NW",3,2,2,5,5,5,4,5,0,,,,,,0,,,,,,"SRH",1/15/2000
"NW30885",8,"NW",2,2,2,4,4,4,4,4,1,,,2,,"======================================================",1,2,,,,"=====================================================","CRH",1/15/1999
"NW30901",8,"NW",3,3,3,3,5,5,3,5,1,0,0,1,0,,0,,,,,,"ELN",11/15/1996
"NW30922",8,"NW",2,2,2,5,5,5,2,4,0,,,,,,0,,,,,,"CRH",11/15/1998
"NW30936",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"CRH",12/15/1998
"NW30948",8,"NW",2,1,2,5,5,4,2,5,0,,,,,,0,,,,,,"CLL",5/15/2000
"NW30950",8,"NW",2,2,2,2,,5,3,4,1,1,0,0,0,,1,1,0,0,0,,"DLW",6/15/1999
"NW30975",8,"NW",1,1,2,,4,5,4,4,0,,,,,,0,,,,,,"ELN",10/15/1996
"NW30997",8,"NW",2,2,4,4,5,5,1,5,1,0,0,5,0,,1,0,0,1,0,,"CRH",5/15/1999
"NW31018",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,,,,,,"-----------------------------------------------------","ELN",10/15/1996
"NW31026",8,"NW",2,2,2,4,4,4,2,3,0,,,,,,0,,,,,,"AJS",2/15/1998
"NW31044",8,"NW",2,2,4,4,5,5,4,4,0,,,,,,0,,,,,,"PJV",1/15/1997
"NW31059",8,"NW",1,1,1,5,5,5,4,4,1,2,0,0,0,,1,1,0,1,0,,"AJS",6/15/1998
"NW31060",8,"NW",1,1,1,4,5,5,5,5,0,,,,,,0,,,,,,"PJV",5/15/1997
"NW31071",8,"NW",2,1,2,2,5,5,4,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW31087",8,"NW",1,1,1,5,5,4,4,4,0,,,,,,0,,,,,,"CLL",6/15/2000
"NW31093",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"SRH",3/15/2000
"NW31106",8,"NW",2,2,4,3,5,4,4,4,1,1,0,0,0,,1,1,0,0,0,,"PJV",4/15/1997
"NW31119",8,"NW",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"ELN",11/15/1996
"NW31127",8,"NW",1,1,3,2,4,5,2,3,1,0,0,0,1,"HARRASSMENT",0,,,,,,"CLL",3/15/2000
"NW31131",8,"NW",2,2,4,3,5,5,2,5,0,,,,,,1,3,0,0,0,,"DLW",6/15/1999
"NW31143",8,"NW",3,3,4,4,5,5,3,3,0,,,,,,0,,,,,,"ELN",8/15/1996
"NW31155",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"ACO",4/15/1998
"NW31188",8,"NW",2,1,2,3,5,5,3,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW31192",8,"NW",2,2,3,4,5,5,1,4,0,,,,,,0,,,,,,"DLW",12/15/1998
"NW31204",8,"NW",3,2,3,3,5,5,1,5,1,0,0,1,0,,0,,,,,,"ELN",3/15/1997
"NW31212",8,"NW",2,2,3,4,4,4,1,4,0,,,,,,0,,,,,,"DLW",3/15/1998
"NW31245",8,"NW",2,1,1,4,5,5,4,5,0,,,,,,0,,,,,,"ELN",10/15/1996
"NW31253",8,"NW",1,1,2,5,5,5,3,5,0,,,,,,0,,,,,,"CLL",6/15/2000
"NW31277",8,"NW",2,2,3,4,5,5,4,4,0,,,,,,0,,,,,,"DLW",11/15/1998
"NW31281",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW31299",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",12/15/2000
"NW31322",8,"NW",2,2,2,5,5,5,3,5,0,,,,,,0,,,,,,"AJS",11/15/1997
"NW31336",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",11/15/1999
"NW31348",8,"NW",1,1,1,5,5,5,3,3,0,,,,,,0,,,,,,"CLL",12/15/2000
"NW31369",8,"NW",2,2,2,,4,5,5,4,0,,,,,"======================================================",0,,,,,"=====================================================","CRH",11/15/1998
"NW31375",8,"NW",3,3,3,4,5,5,3,3,0,,,,,,0,,,,,,"SRH",1/15/2000
"NW31397",8,"NW",3,2,3,4,4,3,4,4,0,,,,,,0,,,,,,"PJV",2/15/1997
"NW31403",8,"NW",2,2,3,1,4,5,2,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW31439",8,"NW",1,1,2,5,5,5,5,5,0,,,,,,0,,,,,,"CLL",12/15/1999
"NW31467",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"ACO",3/15/1998
"NW31480",8,"NW",2,2,3,3,4,5,1,3,1,1,0,0,0,,1,2,0,0,0,,"ACO",3/15/1998
"NW32033",8,"NW",2,2,2,4,5,5,3,4,0,,,,,,0,,,,,,"SRH",1/15/2000
"NW32058",8,"NW",4,4,4,1,5,5,1,4,0,,,,,,0,,,,,,"CRH",2/15/1999
"NW32072",8,"NW",1,1,1,5,5,5,5,5,0,,,,,,0,,,,,,"DLW",11/15/1998
"NW32086",8,"NW",1,1,1,5,5,5,4,5,0,,,,,,0,,,,,,"DLW",2/15/1999
"NW32094",8,"NW",1,1,2,4,5,5,3,5,0,,,,,,0,,,,,,"ACO",1/15/1998
"NW32118",8,"NW",2,2,2,4,4,4,4,4,1,0,0,25,0,,0,,,,,,"AJS",5/15/1998
"NW32126",8,"NW",1,1,2,5,5,5,5,5,0,,,,,,0,,,,,,"SRH",1/15/2000
"NW32132",8,"NW",1,1,3,2,5,5,4,5,0,,,,,,0,,,,,,"ACO",1/15/1998
"NW32144",8,"NW",2,3,3,3,4,4,2,4,0,,,,,,0,,,,,,"CRH",2/15/1999
"NW32159",8,"NW",1,1,1,4,,4,4,4,0,,,,,,0,,,,,,"PJV",3/15/1997
"NW32160",8,"NW",1,1,2,4,5,5,4,3,0,,,,,,0,,,,,,"DLW",2/15/1999
"NW32171",8,"NW",1,1,1,5,5,5,3,5,0,,,,,,0,,,,,,"AJS",10/15/1997
"NW32193",8,"NW",4,4,4,1,5,5,1,4,0,,,,,,0,,,,,,"CRH",2/15/1999
"NW32200",8,"NW",3,2,1,5,5,4,3,5,0,,,,,,0,,,,,,"SRH",11/15/1999
